(1, 1, null, null, ../../assets/recipe-icons/maple-lumber.png, Maple Lumber, 1, Maple Log, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, null, null),
(810, 70, null, null, ../../assets/recipe-icons/flyer-printing-set.png, Flyer Printing Set, 1, Flyer Printing Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(811, 70 , null, null, ../../assets/recipe-icons/kholusian-cuisine-set.png, Kholusian Cuisine Set, 1, Kholusian Cuisine Paraphernalia, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(812, 71, null, null, ../../assets/recipe-icons/honeybee-trappings.png, Honeybee Trappings, 1, Honeybee Trappings Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(813, 72, null, null, ../../assets/recipe-icons/airship-fittings.png, Airship Fittings, 1, Airship Fitting Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(814, 73, null, null, ../../assets/recipe-icons/beehive-souvenir.png, Beehive Souvenir, 1, Beehive Souvenir Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(815, 71, null, null, ../../assets/recipe-icons/custom-gathering-tool-components.png, Custom Gathering Tool Components, 1, Dragon's Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(816, 72, null, null, ../../assets/recipe-icons/custom-weaving-components.png, Custom Weaving Components, 1, Dragon's Weaving Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(817, 73, null, null, ../../assets/recipe-icons/custom-crafting-tool-components.png, Custom Crafting Tool Components, 1, Dragon's Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(818, 74, null, null, ../../assets/recipe-icons/handpicked-culinary-essentials.png, Handpicked Culinary Essentials, 1, Handpicked Ingredient Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(819, 75, null, null, ../../assets/recipe-icons/printing-essentials.png, Printing Essentials, 1, Printing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(820, 71, null, null, ../../assets/recipe-icons/patient-necessities.png, Patient Necessities, 1, Patient Necessity Components, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(821, 72, null, null, ../../assets/recipe-icons/medical-supplies.png, Medical Supplies, 1, Medical Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(822, 73, null, null, ../../assets/recipe-icons/rehabilitation-aids.png, Rehabilitation Aids, 1, Rehabilitation Aid Components, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(823, 75, null, null, ../../assets/recipe-icons/high-tea-essentials.png, High Tea Essentials, 1, High Tea Components, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(824, 77, null, null, ../../assets/recipe-icons/art-supplies.png, Art Supplies, 1, Art Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(825, 1, null, null, ../../assets/recipe-icons/hull-interior-component.png, Hull Interior Component, 1, Hull Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 2),
(826, 1, null, null, ../../assets/recipe-icons/bladder-component.png, Bladder Component, 1, Bladder Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(827, 1, null, null, ../../assets/recipe-icons/bladder-lining-component.png, Bladder Lining Component, 1, Bladder Lining Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(828, 1, null, null, ../../assets/recipe-icons/starboard-hull-component.png, Starboard Hull Component, 1, Starboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(829, 1, null, null, ../../assets/recipe-icons/larboard-hull-component.png, Larboard Hull Component, 1, Larboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(830, 3, null, null, ../../assets/recipe-icons/propulsion-engine-component.png, Propulsion Engine Component, 1, Propulsion Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 2),
(831, 3, null, null, ../../assets/recipe-icons/gyrodrive-component.png, Gyrodrive Component, 1, Gyrodrive Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(832, 3, null, null, ../../assets/recipe-icons/rigging-component.png, Rigging Component, 1, Rigging Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(833, 3, null, null, ../../assets/recipe-icons/deck-component.png, Deck Component, 1, Deck Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(834, 3, null, null, ../../assets/recipe-icons/engine-casing-component.png, Engine Casing Component, 1, Engine Casing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(835, 3, null, null, ../../assets/recipe-icons/crafting-tool-component.png, Crafting Tool Component, 1, Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(836, 6, null, null, ../../assets/recipe-icons/engine-jointing-component.png, Engine Jointing Component, 1, Engine Jointing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 2),
(837, 6, null, null, ../../assets/recipe-icons/cockpit-exterior-component.png, Cockpit Exterior Component, 1, Cockpit Exterior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(838, 6, null, null, ../../assets/recipe-icons/cockpit-interior-component.png, Cockpit Interior Component, 1, Cockpit Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(839, 6, null, null, ../../assets/recipe-icons/ballast-component.png, Ballast Component, 1, Ballast Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(840, 6, null, null, ../../assets/recipe-icons/instrument-panel-component.png, Instrument Panel Component, 1, Instrument Panel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(841, 6, null, null, ../../assets/recipe-icons/aerodynamo-component.png, Aerodynamo Component, 1, Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(842, 10, null, null, ../../assets/recipe-icons/starboard-wing-component.png, Starboard Wing Component, 1, Starboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(843, 10, null, null, ../../assets/recipe-icons/larboard-wing-component.png, Larboard Wing Component, 1, Larboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(844, 10, null, null, ../../assets/recipe-icons/starboard-wing-control-component.png, Starboard Wing Control Component, 1, Starboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(845, 10, null, null, ../../assets/recipe-icons/larboard-wing-control-component.png, Larboard Wing Control Component, 1, Larboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(846, 10, null, null, ../../assets/recipe-icons/transmission-component.png, Transmission Component, 1, Transmission Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(847, 10, null, null, ../../assets/recipe-icons/heat-vent-component.png, Heat Vent Component, 1, Heat Vent Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(848, 15, null, null, ../../assets/recipe-icons/helm-component.png, Helm Component, 1, Helm Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 2),
(849, 15, null, null, ../../assets/recipe-icons/speaking-tube-component.png, Speaking Tube Component, 1, Speaking Tube Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(850, 15, null, null, ../../assets/recipe-icons/lamp-component.png, Lamp Component, 1, Lamp Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(851, 15, null, null, ../../assets/recipe-icons/exhaust-outlet-component.png, Exhaust Outlet Component, 1, Exhaust Outlet Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(852, 15, null, null, ../../assets/recipe-icons/disposal-unit-component.png, Disposal Unit Component, 1, Disposal Unit Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(853, 15, null, null, ../../assets/recipe-icons/ceruleum-tank-component.png, Ceruleum Tank Component, 1, Ceruleum Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(854, 15, null, null, ../../assets/recipe-icons/steering-mechanism-component.png, Steering Mechanism Component, 1, Steering Mechanism Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(855, 16, null, null, ../../assets/recipe-icons/escape-flyer-component.png, Escape Flyer Component, 1, Escape Flyer Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(856, 16, null, null, ../../assets/recipe-icons/spare-tank-component.png, Spare Tank Component, 1, Spare Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(857, 16, null, null, ../../assets/recipe-icons/refabrication-component.png, Refabrication Component, 1, Refabrication Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(858, 16, null, null, ../../assets/recipe-icons/isolator-component.png, Isolator Component, 1, Isolator Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(859, 16, null, null, ../../assets/recipe-icons/hyperconductor-component.png, Hyperconductor Component, 1, Hyperconductor Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(860, 16, null, null, ../../assets/recipe-icons/auxiliary-aerodynamo-component.png, Auxiliary Aerodynamo Component, 1, Auxiliary Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(861, 16, null, null, ../../assets/recipe-icons/decorative-plating-component.png, Decorative Plating Component, 1, Decorative Plating Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(862, 18, null, null, ../../assets/recipe-icons/finishing-component.png, Finishing Component, 1, Finishing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 2),
(863, 18, null, null, ../../assets/recipe-icons/figurehead-component.png, Figurehead Component, 1, Figurehead Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 2),
(864, 50, null, null, ../../assets/recipe-icons/fake-kupo-nut.png, Fake Kupo Nut, 1, Fake Kupo Nut Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(865, 50, null, null, ../../assets/recipe-icons/horn-component.png, Horn Component, 1, Horn Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(866, 50, null, null, ../../assets/recipe-icons/moogle-tool-component.png, Moogle Tool Component, 1, Moogle Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(867, 50, null, null, ../../assets/recipe-icons/statue-supplies.png, Statue Supplies, 1, Statue Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(868, 50, null, null, ../../assets/recipe-icons/tablet-supplies.png, Tablet Supplies, 1, Tablet Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(869, 50, null, null, ../../assets/recipe-icons/training-supplies.png, Training Supplies, 1, Training Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(870, 50, null, null, ../../assets/recipe-icons/repurposed-construction-component.png, Repurposed Construction Component, 1, Construction Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(871, 50, null, null, ../../assets/recipe-icons/foundation-component.png, Foundation Component, 1, Foundation Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(872, 50, null, null, ../../assets/recipe-icons/basket-component.png, Basket Component, 1, Basket Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(873, 50, null, null, ../../assets/recipe-icons/wall-repair-supplies.png, Wall Repair Supplies, 1, Wall Repair Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(874, 50, null, null, ../../assets/recipe-icons/gathering-tool-component.png, Gathering Tool Component, 1, Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(875, 50, null, null, ../../assets/recipe-icons/veneer-component.png, Veneer Component, 1, Veneer Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(876, 50, null, null, ../../assets/recipe-icons/aetheric-shielding.png, Aetheric Shielding, 1, Aetheric Shielding Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(877, 50, null, null, ../../assets/recipe-icons/stonemasonry-supplies.png, Stonemasonry Supplies, 1, Stonemasonry Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(878, 50, null, null, ../../assets/recipe-icons/exploding-kupo-nut.png, Exploding Kupo Nut, 1, Exploding Kupo Nut Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(879, 50, null, null, ../../assets/recipe-icons/austere-offering.png, Austere Offering, 1, Austere Offering Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(880, 50, null, null, ../../assets/recipe-icons/shearing-machine-component.png, Shearing Machine Component, 1, Shearing Machine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(881, 50, null, null, ../../assets/recipe-icons/water-filter-component.png, Water Filter Component, 1, Water Filter Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(882, 50, null, null, ../../assets/recipe-icons/mogstew-miscellany.png, Mogstew Miscellany, 1, Mogstew Miscellany Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(883, 50, null, null, ../../assets/recipe-icons/moogle-statuette.png, Moogle Statuette, 1, Moogle Statuette Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(884, 50, null, null, ../../assets/recipe-icons/makeshift-toy-airship.png, Makeshift Toy Airship, 1, Makeshift Toy Airship Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(885, 50, null, null, ../../assets/recipe-icons/dragonscale-rasp.png, Dragonscale Rasp, 1, Dragonscale Rasp Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(886, 50, null, null, ../../assets/recipe-icons/cloudfish-lure.png, Cloudfish Lure, 1, Cloudfish Tackle Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(887, 50, null, null, ../../assets/recipe-icons/ishgardian-cuisine-miscellany.png, Ishgardian Cuisine Miscellany, 1, Ishgardian Cuisine Miscellany Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(888, 50, null, null, ../../assets/recipe-icons/treadwheel-crane-components.png, Treadwheel Crane Components, 1, Treadwheel Crane Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(889, 50, null, null, ../../assets/recipe-icons/moogle-mollifier.png, Moogle Mollifier, 1, Moogle Mollifier Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(890, 58, null, null, ../../assets/recipe-icons/happi-components.png, Happi Components, 1, Happi Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(891, 58, null, null, ../../assets/recipe-icons/finery-components.png, Finery Components, 1, Finery Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(892, 58, null, null, ../../assets/recipe-icons/ritual-implement-components.png, Ritual Implement Components, 1, Ritual Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(893, 58, null, null, ../../assets/recipe-icons/brazier-components.png, Brazier Components, 1, Brazier Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(894, 58, null, null, ../../assets/recipe-icons/uchiwa-components.png, Uchiwa Components, 1, Uchiwa Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(895, 58, null, null, ../../assets/recipe-icons/trinket-components.png, Trinket Components, 1, Trinket Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(896, 59, null, null, ../../assets/recipe-icons/altar-components.png, Altar Components, 1, Altar Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(897, 59, null, null, ../../assets/recipe-icons/catfish-lure-components.png, Catfish Lure Components, 1, Catfish Lure Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(898, 59, null, null, ../../assets/recipe-icons/azim-steppe-souvenir-components.png, Azim Steppe Souvenir Components, 1, Azim Steppe Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(899, 59, null, null, ../../assets/recipe-icons/hingan-ritual-paraphernalia.png, Hingan Ritual Paraphernalia, 1, Hingan Ritual Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(900, 59, null, null, ../../assets/recipe-icons/buuz-cooking-paraphernalia.png, Buuz Cooking Paraphernalia, 1, Buuz Cooking Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(901, 59, null, null, ../../assets/recipe-icons/mol-tea-ceremony-paraphernalia.png, Mol Tea Ceremony Paraphernalia, 1, Mol Tea Ceremony Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(902, 59, null, null, ../../assets/recipe-icons/substitute-offering.png, Substitute Offering, 1, Substitute Offering Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(903, 60, null, null, ../../assets/recipe-icons/mikoshi-frippery.png, Mikoshi Frippery, 1, Mikoshi Frippery Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(904, 60, null, null, ../../assets/recipe-icons/dzo-shear-components.png, Dzo Shear Components, 1, Dzo Shear Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(905, 60, null, null, ../../assets/recipe-icons/drum-parts.png, Drum Parts, 1, Drum Part Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(906, 60, null, null, ../../assets/recipe-icons/confetti-making-tools.png, Confetti-making Tools, 1, Confetti-making Tool Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(907, 60, null, null, ../../assets/recipe-icons/steeping-accessory.png, Steeping Accessory, 1, Steeping Accessory Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(908, 60, null, null, ../../assets/recipe-icons/ceremonial-bow-components.png, Ceremonial Bow Components, 1, Ceremonial Bow Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(909, 60, null, null, ../../assets/recipe-icons/stable-supplies.png, Stable Supplies, 1, Stable Supply Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(910, 60, null, null, ../../assets/recipe-icons/culinary-knife-component.png, Culinary Knife Component, 1, Culinary Knife Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(911, 60, null, null, ../../assets/recipe-icons/generous-gift.png, Generous Gift, 1, Generous Gift Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(912, 60, null, null, ../../assets/recipe-icons/elixir-mixing-paraphernalia.png, Elixir Mixing Paraphernalia, 1, Elixir Mixing Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(913, 60, null, null, ../../assets/recipe-icons/effigy-components.png, Effigy Components, 1, Effigy Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(914, 60, null, null, ../../assets/recipe-icons/pristine-fruit-figurine.png, Pristine Fruit Figurine, 1, Pristine Fruit Figurine Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(915, 60, null, null, ../../assets/recipe-icons/land-diving-gear.png, Land Diving Gear, 1, Land Diving Gear Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(916, 60, null, null, ../../assets/recipe-icons/korrigan-doll.png, Korrigan Doll, 1, Korrigan Doll Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(917, 70, null, null, ../../assets/recipe-icons/workshop-supplies.png, Workshop Supplies, 1, Workshop Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(918, 70, null, null, ../../assets/recipe-icons/brewery-supplies.png, Brewery Supplies, 1, Brewery Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(919, 70, null, null, ../../assets/recipe-icons/crystal-cannon-supplies.png, Crystal Cannon Supplies, 1, Crystal Cannon Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(920, 70, null, null, ../../assets/recipe-icons/workshop-expansion-supplies.png, Workshop Expansion Supplies, 1, Workshop Expansion Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(921, 70, null, null, ../../assets/recipe-icons/automaton-worker-supplies.png, Automaton Worker Supplies, 1, Automaton Worker Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(922, 70, null, null, ../../assets/recipe-icons/armament-repair-kit.png, Armament Repair Kit, 1, Armament Repair Kit Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(923, 70, null, null, ../../assets/recipe-icons/grooming-kit.png, Grooming Kit, 1, Grooming Kit Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(924, 70, null, null, ../../assets/recipe-icons/core-tank-component.png, Core Tank Component, 1, Core Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(925, 70, null, null, ../../assets/recipe-icons/axle-component.png, Axle Component, 1, Axle Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(926, 70, null, null, ../../assets/recipe-icons/blueprint-supplies.png, Blueprint Supplies, 1, Blueprint Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(927, 70, null, null, ../../assets/recipe-icons/steel-plate-component.png, Steel Plate Component, 1, Steel Plate Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(928, 70, null, null, ../../assets/recipe-icons/cask-component.png, Cask Component, 1, Cask Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(929, 70, null, null, ../../assets/recipe-icons/engine-component.png, Engine Component, 1, Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(930, 70, null, null, ../../assets/recipe-icons/filtration-supplies.png, Filtration Supplies, 1, Filtration Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(931, 70, null, null, ../../assets/recipe-icons/cooling-device-component.png, Cooling Device Component, 1, Cooling Device Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(932, 70, null, null, ../../assets/recipe-icons/tavern-materials.png, Tavern Materials, 1, Tavern Supplies, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(933, 70, null, null, ../../assets/recipe-icons/heat-resistant-component.png, Heat-resistant Component, 1, Heat-resistant Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(934, 70, null, null, ../../assets/recipe-icons/bespoke-barter-item.png, Bespoke Barter Item, 1, Bespoke Barter Item Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(935, 70, null, null, ../../assets/recipe-icons/test-fire-target-dummy.png, Test-fire Target Dummy, 1, Test-fire Target Dummy Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(936, 70, null, null, ../../assets/recipe-icons/experimental-plating-component.png, Experimental Plating Component, 1, Experimental Plating Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(937, 70, null, null, ../../assets/recipe-icons/unfailing-eye-opener.png, Unfailing Eye Opener, 1, Unfailing Eye Opener Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(938, 70, null, null, ../../assets/recipe-icons/eye-catching-custom-option.png, Eye-catching Custom Option, 1, Eye-catching Custom Option Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(939, 70, null, null, ../../assets/recipe-icons/automaton-repair-component.png, Automaton Repair Component, 1, Automaton Repair Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(940, 70, null, null, ../../assets/recipe-icons/low-profile-custom-option.png, Low-profile Custom Option, 1, Low-profile Custom Option Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(941, 63, null, null, ../../assets/recipe-icons/lavish-dressing-case.png, Lavish Dressing Case, 1, Dressing Case Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(942, 65, null, null, ../../assets/recipe-icons/stylish-pipe-box.png, Stylish Pipe Box, 1, Pipe Box Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
