(1, 1, null, null, ../../assets/recipe-icons/copper-ingot.png, Copper Ingot, 1, Copper Ore, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, null, null),
(1308, 63, null, null, ../../assets/recipe-icons/sui-no-sato-special.png, Sui-no-Sato Special, 1, Sui-no-Sato Special Components, 3, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1309, 64, null, null, ../../assets/recipe-icons/cloud-pearl-components.png, Cloud Pearl Components, 1, Raw Cloud Pearl Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1310, 64, null, null, ../../assets/recipe-icons/cloud-pearl.png, Cloud Pearl, 1, Cloud Pearl Components, 4, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1311, 66, null, null, ../../assets/recipe-icons/ishgardian-culinary-materials.png, Ishgardian Culinary Materials, 1, Raw Ishgardian Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1312, 66, null, null, ../../assets/recipe-icons/ishgardian-culinary-essentials.png, Ishgardian Culinary Essentials, 1, Ishgardian Culinary Materials, 2, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1313, 66, null, null, ../../assets/recipe-icons/juice-fermenting-supplies.png, Juice Fermenting Supplies, 1, Raw Fermenting Supplies, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1314, 66, null, null, ../../assets/recipe-icons/fermented-juice.png, Fermented Juice, 1, Juice Fermenting Supplies, 2, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1315, 67, null, null, ../../assets/recipe-icons/signature-buuz-cookware-materials.png, Signature Buuz Cookware Materials, 1, Raw Steppe Cookware Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1316, 67, null, null, ../../assets/recipe-icons/signature-buuz-cookware.png, Signature Buuz Cookware, 1, Signature Buuz Cookware Materials, 3, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1317, 67, null, null, ../../assets/recipe-icons/decorative-tavern-furnishing-materials.png, Decorative Tavern Furnishing Materials, 1, Raw Tavern Furnishing Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1318, 67, null, null, ../../assets/recipe-icons/hard-place-decorative-furnishings.png, Hard Place Decorative Furnishings, 1, Decorative Tavern Furnishing Materials, 3, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1319, 68, null, null, ../../assets/recipe-icons/arkhi-brewing-vat-materials.png, Arkhi Brewing Vat Materials, 1, Raw Brewing Vat Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1320, 68, null, null, ../../assets/recipe-icons/arkhi-brewing-set.png, Arkhi Brewing Set, 1, Arkhi Brewing Vat Materials, 4, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1321, 70, null, null, ../../assets/recipe-icons/flyer-printing-set.png, Flyer Printing Set, 1, Flyer Printing Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1322, 70 , null, null, ../../assets/recipe-icons/kholusian-cuisine-set.png, Kholusian Cuisine Set, 1, Kholusian Cuisine Paraphernalia, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1323, 71, null, null, ../../assets/recipe-icons/honeybee-trappings.png, Honeybee Trappings, 1, Honeybee Trappings Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1324, 72, null, null, ../../assets/recipe-icons/airship-fittings.png, Airship Fittings, 1, Airship Fitting Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1325, 73, null, null, ../../assets/recipe-icons/beehive-souvenir.png, Beehive Souvenir, 1, Beehive Souvenir Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1326, 71, null, null, ../../assets/recipe-icons/custom-gathering-tool-components.png, Custom Gathering Tool Components, 1, Dragon's Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1327, 72, null, null, ../../assets/recipe-icons/custom-weaving-components.png, Custom Weaving Components, 1, Dragon's Weaving Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1328, 73, null, null, ../../assets/recipe-icons/custom-crafting-tool-components.png, Custom Crafting Tool Components, 1, Dragon's Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1329, 74, null, null, ../../assets/recipe-icons/handpicked-culinary-essentials.png, Handpicked Culinary Essentials, 1, Handpicked Ingredient Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1330, 75, null, null, ../../assets/recipe-icons/printing-essentials.png, Printing Essentials, 1, Printing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1331, 71, null, null, ../../assets/recipe-icons/patient-necessities.png, Patient Necessities, 1, Patient Necessity Components, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1332, 72, null, null, ../../assets/recipe-icons/medical-supplies.png, Medical Supplies, 1, Medical Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1333, 73, null, null, ../../assets/recipe-icons/rehabilitation-aids.png, Rehabilitation Aids, 1, Rehabilitation Aid Components, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1334, 75, null, null, ../../assets/recipe-icons/high-tea-essentials.png, High Tea Essentials, 1, High Tea Components, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1335, 77, null, null, ../../assets/recipe-icons/art-supplies.png, Art Supplies, 1, Art Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1336, 1, null, null, ../../assets/recipe-icons/hull-interior-component.png, Hull Interior Component, 1, Hull Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Fire Shard, 2),
(1337, 1, null, null, ../../assets/recipe-icons/bladder-component.png, Bladder Component, 1, Bladder Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1338, 1, null, null, ../../assets/recipe-icons/bladder-lining-component.png, Bladder Lining Component, 1, Bladder Lining Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1339, 1, null, null, ../../assets/recipe-icons/starboard-hull-component.png, Starboard Hull Component, 1, Starboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1340, 1, null, null, ../../assets/recipe-icons/larboard-hull-component.png, Larboard Hull Component, 1, Larboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1341, 3, null, null, ../../assets/recipe-icons/propulsion-engine-component.png, Propulsion Engine Component, 1, Propulsion Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Fire Shard, 2),
(1342, 3, null, null, ../../assets/recipe-icons/gyrodrive-component.png, Gyrodrive Component, 1, Gyrodrive Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1343, 3, null, null, ../../assets/recipe-icons/rigging-component.png, Rigging Component, 1, Rigging Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1344, 3, null, null, ../../assets/recipe-icons/deck-component.png, Deck Component, 1, Deck Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1345, 3, null, null, ../../assets/recipe-icons/engine-casing-component.png, Engine Casing Component, 1, Engine Casing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1346, 3, null, null, ../../assets/recipe-icons/crafting-tool-component.png, Crafting Tool Component, 1, Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1347, 6, null, null, ../../assets/recipe-icons/engine-jointing-component.png, Engine Jointing Component, 1, Engine Jointing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Fire Shard, 2),
(1348, 6, null, null, ../../assets/recipe-icons/cockpit-exterior-component.png, Cockpit Exterior Component, 1, Cockpit Exterior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1349, 6, null, null, ../../assets/recipe-icons/cockpit-interior-component.png, Cockpit Interior Component, 1, Cockpit Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1350, 6, null, null, ../../assets/recipe-icons/ballast-component.png, Ballast Component, 1, Ballast Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1351, 6, null, null, ../../assets/recipe-icons/instrument-panel-component.png, Instrument Panel Component, 1, Instrument Panel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1352, 6, null, null, ../../assets/recipe-icons/aerodynamo-component.png, Aerodynamo Component, 1, Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1353, 10, null, null, ../../assets/recipe-icons/starboard-wing-component.png, Starboard Wing Component, 1, Starboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1354, 10, null, null, ../../assets/recipe-icons/larboard-wing-component.png, Larboard Wing Component, 1, Larboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1355, 10, null, null, ../../assets/recipe-icons/starboard-wing-control-component.png, Starboard Wing Control Component, 1, Starboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1356, 10, null, null, ../../assets/recipe-icons/larboard-wing-control-component.png, Larboard Wing Control Component, 1, Larboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1357, 10, null, null, ../../assets/recipe-icons/transmission-component.png, Transmission Component, 1, Transmission Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1358, 10, null, null, ../../assets/recipe-icons/heat-vent-component.png, Heat Vent Component, 1, Heat Vent Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1359, 15, null, null, ../../assets/recipe-icons/helm-component.png, Helm Component, 1, Helm Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Fire Shard, 2),
(1360, 15, null, null, ../../assets/recipe-icons/speaking-tube-component.png, Speaking Tube Component, 1, Speaking Tube Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1361, 15, null, null, ../../assets/recipe-icons/lamp-component.png, Lamp Component, 1, Lamp Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1362, 15, null, null, ../../assets/recipe-icons/exhaust-outlet-component.png, Exhaust Outlet Component, 1, Exhaust Outlet Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1363, 15, null, null, ../../assets/recipe-icons/disposal-unit-component.png, Disposal Unit Component, 1, Disposal Unit Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1364, 15, null, null, ../../assets/recipe-icons/ceruleum-tank-component.png, Ceruleum Tank Component, 1, Ceruleum Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1365, 15, null, null, ../../assets/recipe-icons/steering-mechanism-component.png, Steering Mechanism Component, 1, Steering Mechanism Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1366, 16, null, null, ../../assets/recipe-icons/escape-flyer-component.png, Escape Flyer Component, 1, Escape Flyer Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1367, 16, null, null, ../../assets/recipe-icons/spare-tank-component.png, Spare Tank Component, 1, Spare Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1368, 16, null, null, ../../assets/recipe-icons/refabrication-component.png, Refabrication Component, 1, Refabrication Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1369, 16, null, null, ../../assets/recipe-icons/isolator-component.png, Isolator Component, 1, Isolator Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1370, 16, null, null, ../../assets/recipe-icons/hyperconductor-component.png, Hyperconductor Component, 1, Hyperconductor Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1371, 16, null, null, ../../assets/recipe-icons/auxiliary-aerodynamo-component.png, Auxiliary Aerodynamo Component, 1, Auxiliary Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1372, 16, null, null, ../../assets/recipe-icons/decorative-plating-component.png, Decorative Plating Component, 1, Decorative Plating Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, Fire Shard, 1),
(1373, 18, null, null, ../../assets/recipe-icons/finishing-component.png, Finishing Component, 1, Finishing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Fire Shard, 2),
(1374, 18, null, null, ../../assets/recipe-icons/figurehead-component.png, Figurehead Component, 1, Figurehead Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 2, Fire Shard, 2),
(1375, 50, null, null, ../../assets/recipe-icons/fake-kupo-nut.png, Fake Kupo Nut, 1, Fake Kupo Nut Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1376, 50, null, null, ../../assets/recipe-icons/horn-component.png, Horn Component, 1, Horn Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1377, 50, null, null, ../../assets/recipe-icons/moogle-tool-component.png, Moogle Tool Component, 1, Moogle Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1378, 50, null, null, ../../assets/recipe-icons/statue-supplies.png, Statue Supplies, 1, Statue Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1379, 50, null, null, ../../assets/recipe-icons/tablet-supplies.png, Tablet Supplies, 1, Tablet Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1380, 50, null, null, ../../assets/recipe-icons/training-supplies.png, Training Supplies, 1, Training Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1381, 50, null, null, ../../assets/recipe-icons/repurposed-construction-component.png, Repurposed Construction Component, 1, Construction Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1382, 50, null, null, ../../assets/recipe-icons/foundation-component.png, Foundation Component, 1, Foundation Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1383, 50, null, null, ../../assets/recipe-icons/basket-component.png, Basket Component, 1, Basket Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1384, 50, null, null, ../../assets/recipe-icons/wall-repair-supplies.png, Wall Repair Supplies, 1, Wall Repair Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1385, 50, null, null, ../../assets/recipe-icons/gathering-tool-component.png, Gathering Tool Component, 1, Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1386, 50, null, null, ../../assets/recipe-icons/veneer-component.png, Veneer Component, 1, Veneer Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1387, 50, null, null, ../../assets/recipe-icons/aetheric-shielding.png, Aetheric Shielding, 1, Aetheric Shielding Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1388, 50, null, null, ../../assets/recipe-icons/stonemasonry-supplies.png, Stonemasonry Supplies, 1, Stonemasonry Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1389, 50, null, null, ../../assets/recipe-icons/exploding-kupo-nut.png, Exploding Kupo Nut, 1, Exploding Kupo Nut Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1390, 50, null, null, ../../assets/recipe-icons/austere-offering.png, Austere Offering, 1, Austere Offering Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1391, 50, null, null, ../../assets/recipe-icons/shearing-machine-component.png, Shearing Machine Component, 1, Shearing Machine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1392, 50, null, null, ../../assets/recipe-icons/water-filter-component.png, Water Filter Component, 1, Water Filter Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1393, 50, null, null, ../../assets/recipe-icons/mogstew-miscellany.png, Mogstew Miscellany, 1, Mogstew Miscellany Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1394, 50, null, null, ../../assets/recipe-icons/moogle-statuette.png, Moogle Statuette, 1, Moogle Statuette Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1395, 50, null, null, ../../assets/recipe-icons/makeshift-toy-airship.png, Makeshift Toy Airship, 1, Makeshift Toy Airship Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1396, 50, null, null, ../../assets/recipe-icons/dragonscale-rasp.png, Dragonscale Rasp, 1, Dragonscale Rasp Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1397, 50, null, null, ../../assets/recipe-icons/cloudfish-lure.png, Cloudfish Lure, 1, Cloudfish Tackle Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1398, 50, null, null, ../../assets/recipe-icons/ishgardian-cuisine-miscellany.png, Ishgardian Cuisine Miscellany, 1, Ishgardian Cuisine Miscellany Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1399, 50, null, null, ../../assets/recipe-icons/treadwheel-crane-components.png, Treadwheel Crane Components, 1, Treadwheel Crane Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1400, 50, null, null, ../../assets/recipe-icons/moogle-mollifier.png, Moogle Mollifier, 1, Moogle Mollifier Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1401, 58, null, null, ../../assets/recipe-icons/happi-components.png, Happi Components, 1, Happi Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1402, 58, null, null, ../../assets/recipe-icons/finery-components.png, Finery Components, 1, Finery Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1403, 58, null, null, ../../assets/recipe-icons/ritual-implement-components.png, Ritual Implement Components, 1, Ritual Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1404, 58, null, null, ../../assets/recipe-icons/brazier-components.png, Brazier Components, 1, Brazier Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1405, 58, null, null, ../../assets/recipe-icons/uchiwa-components.png, Uchiwa Components, 1, Uchiwa Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1406, 58, null, null, ../../assets/recipe-icons/trinket-components.png, Trinket Components, 1, Trinket Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1407, 59, null, null, ../../assets/recipe-icons/altar-components.png, Altar Components, 1, Altar Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1408, 59, null, null, ../../assets/recipe-icons/catfish-lure-components.png, Catfish Lure Components, 1, Catfish Lure Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1409, 59, null, null, ../../assets/recipe-icons/azim-steppe-souvenir-components.png, Azim Steppe Souvenir Components, 1, Azim Steppe Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1410, 59, null, null, ../../assets/recipe-icons/hingan-ritual-paraphernalia.png, Hingan Ritual Paraphernalia, 1, Hingan Ritual Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1411, 59, null, null, ../../assets/recipe-icons/buuz-cooking-paraphernalia.png, Buuz Cooking Paraphernalia, 1, Buuz Cooking Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1412, 59, null, null, ../../assets/recipe-icons/mol-tea-ceremony-paraphernalia.png, Mol Tea Ceremony Paraphernalia, 1, Mol Tea Ceremony Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1413, 59, null, null, ../../assets/recipe-icons/substitute-offering.png, Substitute Offering, 1, Substitute Offering Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1414, 60, null, null, ../../assets/recipe-icons/mikoshi-frippery.png, Mikoshi Frippery, 1, Mikoshi Frippery Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1415, 60, null, null, ../../assets/recipe-icons/dzo-shear-components.png, Dzo Shear Components, 1, Dzo Shear Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1416, 60, null, null, ../../assets/recipe-icons/drum-parts.png, Drum Parts, 1, Drum Part Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1417, 60, null, null, ../../assets/recipe-icons/confetti-making-tools.png, Confetti-making Tools, 1, Confetti-making Tool Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1418, 60, null, null, ../../assets/recipe-icons/steeping-accessory.png, Steeping Accessory, 1, Steeping Accessory Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1419, 60, null, null, ../../assets/recipe-icons/ceremonial-bow-components.png, Ceremonial Bow Components, 1, Ceremonial Bow Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1420, 60, null, null, ../../assets/recipe-icons/stable-supplies.png, Stable Supplies, 1, Stable Supply Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1421, 60, null, null, ../../assets/recipe-icons/culinary-knife-component.png, Culinary Knife Component, 1, Culinary Knife Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1422, 60, null, null, ../../assets/recipe-icons/generous-gift.png, Generous Gift, 1, Generous Gift Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1423, 60, null, null, ../../assets/recipe-icons/elixir-mixing-paraphernalia.png, Elixir Mixing Paraphernalia, 1, Elixir Mixing Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1424, 60, null, null, ../../assets/recipe-icons/effigy-components.png, Effigy Components, 1, Effigy Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1425, 60, null, null, ../../assets/recipe-icons/pristine-fruit-figurine.png, Pristine Fruit Figurine, 1, Pristine Fruit Figurine Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1426, 60, null, null, ../../assets/recipe-icons/land-diving-gear.png, Land Diving Gear, 1, Land Diving Gear Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1427, 60, null, null, ../../assets/recipe-icons/korrigan-doll.png, Korrigan Doll, 1, Korrigan Doll Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1428, 70, null, null, ../../assets/recipe-icons/workshop-supplies.png, Workshop Supplies, 1, Workshop Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1429, 70, null, null, ../../assets/recipe-icons/brewery-supplies.png, Brewery Supplies, 1, Brewery Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1430, 70, null, null, ../../assets/recipe-icons/crystal-cannon-supplies.png, Crystal Cannon Supplies, 1, Crystal Cannon Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1431, 70, null, null, ../../assets/recipe-icons/workshop-expansion-supplies.png, Workshop Expansion Supplies, 1, Workshop Expansion Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1432, 70, null, null, ../../assets/recipe-icons/automaton-worker-supplies.png, Automaton Worker Supplies, 1, Automaton Worker Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1433, 70, null, null, ../../assets/recipe-icons/armament-repair-kit.png, Armament Repair Kit, 1, Armament Repair Kit Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1434, 70, null, null, ../../assets/recipe-icons/grooming-kit.png, Grooming Kit, 1, Grooming Kit Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1435, 70, null, null, ../../assets/recipe-icons/core-tank-component.png, Core Tank Component, 1, Core Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1436, 70, null, null, ../../assets/recipe-icons/axle-component.png, Axle Component, 1, Axle Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1437, 70, null, null, ../../assets/recipe-icons/blueprint-supplies.png, Blueprint Supplies, 1, Blueprint Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
