(1, 1, null, null, ../../assets/recipe-icons/blacksmith/bronze-ingot.png, Bronze Ingot, 1, Copper Ore, 2, Tin Ore, 1, null, null, null, null, null, null, null, null, Fire Shard, 1, null, null),
(972, 58, null, null, ../../assets/recipe-icons/blacksmith/rarefied-titanium-mortar.png, Rarefied Titanium Mortar, 1, Titanium Nugget, 3, Dark Chestnut Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 5, Earth Crystal, 5),
(973, 60, null, null, ../../assets/recipe-icons/blacksmith/rarefied-adamantite-bill.png, Rarefied Adamantite Bill, 1, Adamantite Nugget, 2, Birch Lumber, 1, Amphiptere Leather, 1, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(974, 62, null, null, ../../assets/recipe-icons/blacksmith/rarefied-high-steel-guillotine.png, Rarefied High Steel Guillotine, 1, High Steel Nugget, 2, Titanium Nugget, 1, Gagana Leather, 1, null, null, null, null, null, null, Fire Crystal, 3, Earth Crystal, 3),
(975, 64, null, null, ../../assets/recipe-icons/blacksmith/rarefied-high-steel-claw-hammer.png, Rarefied High Steel Claw Hammer, 1, High Steel Ingot, 2, Larch Lumber, 2, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 3),
(976, 66, null, null, ../../assets/recipe-icons/blacksmith/rarefied-doman-iron-uchigatana.png, Rarefied Doman Iron Uchigatana, 1, Oroshigane Ingot, 2, Larch Lumber, 1, Kudzu Cloth, 1, null, null, null, null, null, null, Fire Crystal, 5, Earth Crystal, 4),
(977, 68, null, null, ../../assets/recipe-icons/blacksmith/rarefied-doman-steel-patas.png, Rarefied Doman Steel Patas, 1, Tama-hagane Ingot, 2, Persimmon Lumber, 1, Oroshigane Ingot, 1, null, null, null, null, null, null, Fire Crystal, 5, Earth Crystal, 5),
(978, 70, null, null, ../../assets/recipe-icons/blacksmith/rarefied-molybdenum-pliers.png, Rarefied Molybdenum Pliers, 1, Molybdenum Ingot, 3, Tama-hagane Ingot, 1, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(979, 72, null, null, ../../assets/recipe-icons/blacksmith/rarefied-deepgold-anelace.png, Rarefied Deepgold Anelace, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Oroshigane Ingot, 1, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 6),
(980, 74, null, null, ../../assets/recipe-icons/blacksmith/rarefied-deepgold-culinary-knife.png, Rarefied Deepgold Culinary Knife, 1, Deepgold Nugget, 2, White Oak Lumber, 1, Hard Mudstone Whetstone, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(981, 76, null, null, ../../assets/recipe-icons/blacksmith/rarefied-bluespirit-gunblade.png, Rarefied Bluespirit Gunblade, 1, Bluespirit Tile, 2, Manasilver Nugget, 1, Star Ruby, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(982, 78, null, null, ../../assets/recipe-icons/blacksmith/rarefied-titanbronze-pickaxe.png, Rarefied Titanbronze Pickaxe, 1, Titanbronze Ingot, 2, Sandteak Lumber, 1, Zonure Leather, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(983, 80, null, null, ../../assets/recipe-icons/blacksmith/rarefied-mythril-hatchet.png, Rarefied Mythril Hatchet, 1, Dwarven Mythril Ingot, 2, Dwarven Mythril Nugget, 1, Lignum Vitae Lumber, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(984, 57, null, null, ../../assets/recipe-icons/blacksmith/near-eastern-antique-component.png, Near Eastern Antique Component, 1, Near Eastern Antique Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(985, 57, null, null, ../../assets/recipe-icons/blacksmith/near-eastern-antique.png, Near Eastern Antique, 1, Near Eastern Antique Component, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(986, 58, null, null, ../../assets/recipe-icons/blacksmith/coerthan-souvenir-component.png, Coerthan Souvenir Component, 1, Coerthan Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(987, 58, null, null, ../../assets/recipe-icons/blacksmith/coerthan-souvenir.png, Coerthan Souvenir, 1, Coerthan Souvenir Component, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(988, 59, null, null, ../../assets/recipe-icons/blacksmith/maelstrom-materiel-component.png, Maelstrom Materiel Component, 1, Maelstrom Materiel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(989, 59, null, null, ../../assets/recipe-icons/blacksmith/maelstrom-materiel.png, Maelstrom Materiel, 1, Maelstrom Materiel Component, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(990, 60, null, null, ../../assets/recipe-icons/blacksmith/heartfelt-gift-component.png, Heartfelt Gift Component, 1, Heartfelt Gift Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(991, 60, null, null, ../../assets/recipe-icons/blacksmith/heartfelt-gift.png, Heartfelt Gift, 1, Heartfelt Gift Component, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(992, 60 , null, null, ../../assets/recipe-icons/blacksmith/orphanage-donation-component.png, Orphanage Donation Component, 1, Orphanage Donation Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(993, 60 , null, null, ../../assets/recipe-icons/blacksmith/orphanage-donation.png, Orphanage Donation, 1, Orphanage Donation Component, 4, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(994, 60, null, null, ../../assets/recipe-icons/blacksmith/gyr-abanian-souvenir-component.png, Gyr Abanian Souvenir Component, 1, Gyr Abanian Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(995, 60, null, null, ../../assets/recipe-icons/blacksmith/gyr-abanian-souvenir.png, Gyr Abanian Souvenir, 1, Gyr Abanian Souvenir Component, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(996, 60 , null, null, ../../assets/recipe-icons/blacksmith/far-eastern-antique-component.png, Far Eastern Antique Component, 1, Far Eastern Antique Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(997, 60 , null, null, ../../assets/recipe-icons/blacksmith/far-eastern-antique.png, Far Eastern Antique, 1, Far Eastern Antique Component, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(998, 61, null, null, ../../assets/recipe-icons/blacksmith/gold-saucer-consolation-prize-component.png, Gold Saucer Consolation Prize Component, 1, Gold Saucer Consolation Prize Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(999, 61, null, null, ../../assets/recipe-icons/blacksmith/gold-saucer-consolation-prize.png, Gold Saucer Consolation Prize, 1, Gold Saucer Consolation Prize Component, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1000, 62, null, null, ../../assets/recipe-icons/blacksmith/m-tribe-sundry-component.png, M Tribe Sundry Component, 1, M tribe Sundry Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1001, 62, null, null, ../../assets/recipe-icons/blacksmith/m-tribe-sundries.png, M Tribe Sundries, 1, M Tribe Sundry Component, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1002, 63, null, null, ../../assets/recipe-icons/blacksmith/resistance-materiel-component.png, Resistance Materiel Component, 1, Resistance Materiel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1003, 63, null, null, ../../assets/recipe-icons/blacksmith/resistance-materiel.png, Resistance Materiel, 1, Resistance Materiel Component, 4, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1004, 62, null, null, ../../assets/recipe-icons/blacksmith/gyr-abanian-remedy-components.png, Gyr Abanian Remedy Components, 1, Raw Medicinal Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1005, 62, null, null, ../../assets/recipe-icons/blacksmith/gyr-abanian-remedies.png, Gyr Abanian Remedies, 1, Gyr Abanian Remedy Components, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1006, 62, null, null, ../../assets/recipe-icons/blacksmith/harpoon-components.png, Harpoon Components, 1, Raw Harpoon Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1007, 62, null, null, ../../assets/recipe-icons/blacksmith/anti-shark-harpoon.png, Anti-shark Harpoon, 1, Harpoon Components, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1008, 63, null, null, ../../assets/recipe-icons/blacksmith/cold-weather-gear-components.png, Cold-weather Gear Components, 1, Raw Cold-weather Gear Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1009, 63, null, null, ../../assets/recipe-icons/blacksmith/coerthan-cold-weather-gear.png, Coerthan Cold-weather Gear, 1, Cold-weather Gear Components, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1010, 63, null, null, ../../assets/recipe-icons/blacksmith/sui-no-sato-special-components.png, Sui-no-Sato Special Components, 1, Raw Sui-no-Sato Special Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1011, 63, null, null, ../../assets/recipe-icons/blacksmith/sui-no-sato-special.png, Sui-no-Sato Special, 1, Sui-no-Sato Special Components, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1012, 64, null, null, ../../assets/recipe-icons/blacksmith/cloud-pearl-components.png, Cloud Pearl Components, 1, Raw Cloud Pearl Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1013, 64, null, null, ../../assets/recipe-icons/blacksmith/cloud-pearl.png, Cloud Pearl, 1, Cloud Pearl Components, 4, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1014, 66, null, null, ../../assets/recipe-icons/blacksmith/ishgardian-culinary-materials.png, Ishgardian Culinary Materials, 1, Raw Ishgardian Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1015, 66, null, null, ../../assets/recipe-icons/blacksmith/ishgardian-culinary-essentials.png, Ishgardian Culinary Essentials, 1, Ishgardian Culinary Materials, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1016, 66, null, null, ../../assets/recipe-icons/blacksmith/juice-fermenting-supplies.png, Juice Fermenting Supplies, 1, Raw Fermenting Supplies, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1017, 66, null, null, ../../assets/recipe-icons/blacksmith/fermented-juice.png, Fermented Juice, 1, Juice Fermenting Supplies, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1018, 67, null, null, ../../assets/recipe-icons/blacksmith/signature-buuz-cookware-materials.png, Signature Buuz Cookware Materials, 1, Raw Steppe Cookware Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1019, 67, null, null, ../../assets/recipe-icons/blacksmith/signature-buuz-cookware.png, Signature Buuz Cookware, 1, Signature Buuz Cookware Materials, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1020, 67, null, null, ../../assets/recipe-icons/blacksmith/decorative-tavern-furnishing-materials.png, Decorative Tavern Furnishing Materials, 1, Raw Tavern Furnishing Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1021, 67, null, null, ../../assets/recipe-icons/blacksmith/hard-place-decorative-furnishings.png, Hard Place Decorative Furnishings, 1, Decorative Tavern Furnishing Materials, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1022, 68, null, null, ../../assets/recipe-icons/blacksmith/arkhi-brewing-vat-materials.png, Arkhi Brewing Vat Materials, 1, Raw Brewing Vat Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1023, 68, null, null, ../../assets/recipe-icons/blacksmith/arkhi-brewing-set.png, Arkhi Brewing Set, 1, Arkhi Brewing Vat Materials, 4, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1024, 70, null, null, ../../assets/recipe-icons/blacksmith/flyer-printing-set.png, Flyer Printing Set, 1, Flyer Printing Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1025, 70 , null, null, ../../assets/recipe-icons/blacksmith/kholusian-cuisine-set.png, Kholusian Cuisine Set, 1, Kholusian Cuisine Paraphernalia, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1026, 71, null, null, ../../assets/recipe-icons/blacksmith/honeybee-trappings.png, Honeybee Trappings, 1, Honeybee Trappings Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1027, 72, null, null, ../../assets/recipe-icons/blacksmith/airship-fittings.png, Airship Fittings, 1, Airship Fitting Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1028, 73, null, null, ../../assets/recipe-icons/blacksmith/beehive-souvenir.png, Beehive Souvenir, 1, Beehive Souvenir Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1029, 71, null, null, ../../assets/recipe-icons/blacksmith/custom-gathering-tool-components.png, Custom Gathering Tool Components, 1, Dragon's Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1030, 72, null, null, ../../assets/recipe-icons/blacksmith/custom-weaving-components.png, Custom Weaving Components, 1, Dragon's Weaving Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1031, 73, null, null, ../../assets/recipe-icons/blacksmith/custom-crafting-tool-components.png, Custom Crafting Tool Components, 1, Dragon's Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1032, 74, null, null, ../../assets/recipe-icons/blacksmith/handpicked-culinary-essentials.png, Handpicked Culinary Essentials, 1, Handpicked Ingredient Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1033, 75, null, null, ../../assets/recipe-icons/blacksmith/printing-essentials.png, Printing Essentials, 1, Printing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1034, 71, null, null, ../../assets/recipe-icons/blacksmith/patient-necessities.png, Patient Necessities, 1, Patient Necessity Components, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1035, 72, null, null, ../../assets/recipe-icons/blacksmith/medical-supplies.png, Medical Supplies, 1, Medical Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1036, 73, null, null, ../../assets/recipe-icons/blacksmith/rehabilitation-aids.png, Rehabilitation Aids, 1, Rehabilitation Aid Components, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1037, 75, null, null, ../../assets/recipe-icons/blacksmith/high-tea-essentials.png, High Tea Essentials, 1, High Tea Components, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1038, 77, null, null, ../../assets/recipe-icons/blacksmith/art-supplies.png, Art Supplies, 1, Art Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1039, 1, null, null, ../../assets/recipe-icons/blacksmith/hull-interior-component.png, Hull Interior Component, 1, Hull Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Earth Shard, 2),
(1040, 1, null, null, ../../assets/recipe-icons/blacksmith/bladder-component.png, Bladder Component, 1, Bladder Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1041, 1, null, null, ../../assets/recipe-icons/blacksmith/bladder-lining-component.png, Bladder Lining Component, 1, Bladder Lining Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1042, 1, null, null, ../../assets/recipe-icons/blacksmith/starboard-hull-component.png, Starboard Hull Component, 1, Starboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1043, 1, null, null, ../../assets/recipe-icons/blacksmith/larboard-hull-component.png, Larboard Hull Component, 1, Larboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1044, 3, null, null, ../../assets/recipe-icons/blacksmith/propulsion-engine-component.png, Propulsion Engine Component, 1, Propulsion Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Earth Shard, 2),
(1045, 3, null, null, ../../assets/recipe-icons/blacksmith/gyrodrive-component.png, Gyrodrive Component, 1, Gyrodrive Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1046, 3, null, null, ../../assets/recipe-icons/blacksmith/rigging-component.png, Rigging Component, 1, Rigging Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1047, 3, null, null, ../../assets/recipe-icons/blacksmith/deck-component.png, Deck Component, 1, Deck Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1048, 3, null, null, ../../assets/recipe-icons/blacksmith/engine-casing-component.png, Engine Casing Component, 1, Engine Casing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1049, 3, null, null, ../../assets/recipe-icons/blacksmith/crafting-tool-component.png, Crafting Tool Component, 1, Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1050, 6, null, null, ../../assets/recipe-icons/blacksmith/engine-jointing-component.png, Engine Jointing Component, 1, Engine Jointing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Earth Shard, 2),
(1051, 6, null, null, ../../assets/recipe-icons/blacksmith/cockpit-exterior-component.png, Cockpit Exterior Component, 1, Cockpit Exterior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1052, 6, null, null, ../../assets/recipe-icons/blacksmith/cockpit-interior-component.png, Cockpit Interior Component, 1, Cockpit Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1053, 6, null, null, ../../assets/recipe-icons/blacksmith/ballast-component.png, Ballast Component, 1, Ballast Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1054, 6, null, null, ../../assets/recipe-icons/blacksmith/instrument-panel-component.png, Instrument Panel Component, 1, Instrument Panel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1055, 6, null, null, ../../assets/recipe-icons/blacksmith/aerodynamo-component.png, Aerodynamo Component, 1, Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1056, 10, null, null, ../../assets/recipe-icons/blacksmith/starboard-wing-component.png, Starboard Wing Component, 1, Starboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1057, 10, null, null, ../../assets/recipe-icons/blacksmith/larboard-wing-component.png, Larboard Wing Component, 1, Larboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1058, 10, null, null, ../../assets/recipe-icons/blacksmith/starboard-wing-control-component.png, Starboard Wing Control Component, 1, Starboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1059, 10, null, null, ../../assets/recipe-icons/blacksmith/larboard-wing-control-component.png, Larboard Wing Control Component, 1, Larboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1060, 10, null, null, ../../assets/recipe-icons/blacksmith/transmission-component.png, Transmission Component, 1, Transmission Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1061, 10, null, null, ../../assets/recipe-icons/blacksmith/heat-vent-component.png, Heat Vent Component, 1, Heat Vent Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1062, 15, null, null, ../../assets/recipe-icons/blacksmith/helm-component.png, Helm Component, 1, Helm Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Earth Shard, 2),
(1063, 15, null, null, ../../assets/recipe-icons/blacksmith/speaking-tube-component.png, Speaking Tube Component, 1, Speaking Tube Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1064, 15, null, null, ../../assets/recipe-icons/blacksmith/lamp-component.png, Lamp Component, 1, Lamp Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1065, 15, null, null, ../../assets/recipe-icons/blacksmith/exhaust-outlet-component.png, Exhaust Outlet Component, 1, Exhaust Outlet Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1066, 15, null, null, ../../assets/recipe-icons/blacksmith/disposal-unit-component.png, Disposal Unit Component, 1, Disposal Unit Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1067, 15, null, null, ../../assets/recipe-icons/blacksmith/ceruleum-tank-component.png, Ceruleum Tank Component, 1, Ceruleum Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1068, 15, null, null, ../../assets/recipe-icons/blacksmith/steering-mechanism-component.png, Steering Mechanism Component, 1, Steering Mechanism Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1069, 16, null, null, ../../assets/recipe-icons/blacksmith/escape-flyer-component.png, Escape Flyer Component, 1, Escape Flyer Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1070, 16, null, null, ../../assets/recipe-icons/blacksmith/spare-tank-component.png, Spare Tank Component, 1, Spare Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1071, 16, null, null, ../../assets/recipe-icons/blacksmith/refabrication-component.png, Refabrication Component, 1, Refabrication Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1072, 16, null, null, ../../assets/recipe-icons/blacksmith/isolator-component.png, Isolator Component, 1, Isolator Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1073, 16, null, null, ../../assets/recipe-icons/blacksmith/hyperconductor-component.png, Hyperconductor Component, 1, Hyperconductor Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1074, 16, null, null, ../../assets/recipe-icons/blacksmith/auxiliary-aerodynamo-component.png, Auxiliary Aerodynamo Component, 1, Auxiliary Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1075, 16, null, null, ../../assets/recipe-icons/blacksmith/decorative-plating-component.png, Decorative Plating Component, 1, Decorative Plating Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Earth Shard, 1),
(1076, 18, null, null, ../../assets/recipe-icons/blacksmith/finishing-component.png, Finishing Component, 1, Finishing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Earth Shard, 2),
(1077, 18, null, null, ../../assets/recipe-icons/blacksmith/figurehead-component.png, Figurehead Component, 1, Figurehead Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Earth Shard, 2),
(1078, 50, null, null, ../../assets/recipe-icons/blacksmith/fake-kupo-nut.png, Fake Kupo Nut, 1, Fake Kupo Nut Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1079, 50, null, null, ../../assets/recipe-icons/blacksmith/horn-component.png, Horn Component, 1, Horn Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1080, 50, null, null, ../../assets/recipe-icons/blacksmith/moogle-tool-component.png, Moogle Tool Component, 1, Moogle Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1081, 50, null, null, ../../assets/recipe-icons/blacksmith/statue-supplies.png, Statue Supplies, 1, Statue Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1082, 50, null, null, ../../assets/recipe-icons/blacksmith/tablet-supplies.png, Tablet Supplies, 1, Tablet Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Earth Crystal, 2),
(1083, 50, null, null, ../../assets/recipe-icons/blacksmith/training-supplies.png, Training Supplies, 1, Training Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1084, 50, null, null, ../../assets/recipe-icons/blacksmith/repurposed-construction-component.png, Repurposed Construction Component, 1, Construction Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1085, 50, null, null, ../../assets/recipe-icons/blacksmith/foundation-component.png, Foundation Component, 1, Foundation Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1086, 50, null, null, ../../assets/recipe-icons/blacksmith/basket-component.png, Basket Component, 1, Basket Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1087, 50, null, null, ../../assets/recipe-icons/blacksmith/wall-repair-supplies.png, Wall Repair Supplies, 1, Wall Repair Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1088, 50, null, null, ../../assets/recipe-icons/blacksmith/gathering-tool-component.png, Gathering Tool Component, 1, Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1089, 50, null, null, ../../assets/recipe-icons/blacksmith/veneer-component.png, Veneer Component, 1, Veneer Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1090, 50, null, null, ../../assets/recipe-icons/blacksmith/aetheric-shielding.png, Aetheric Shielding, 1, Aetheric Shielding Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
