(1, 1, null, null, ../../assets/recipe-icons/weaver/hempen-yarn.png, Hempen Yarn, 2, Moko Grass, 2, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, null, null),
(1065, 46, null, null, ../../assets/recipe-icons/weaver/wavy-interior-wall.png, Wavy Interior Wall, 1, Undyed Felt, 3, Woolen Yarn, 4, Mortar, 3, null, null, null, null, null, null, Lightning Shard, 6, Wind Shard, 5),
(1066, 48, null, null, ../../assets/recipe-icons/weaver/chocobo-interior-wall.png, Chocobo Interior Wall, 1, Chocobo Feather, 4, Mortar, 4, Undyed Felt, 1, Woolen Yarn, 1, null, null, null, null, Lightning Shard, 6, Wind Shard, 6),
(1067, 48, null, null, ../../assets/recipe-icons/weaver/chocobo-flooring.png, Chocobo Flooring, 1, Chocobo Feather, 4, Undyed Felt, 3, Woolen Yarn, 3, null, null, null, null, null, null, Lightning Shard, 6, Wind Shard, 6),
(1068, 50 , null, null, ../../assets/recipe-icons/weaver/classic-interior-wall.png, Classic Interior Wall, 1, Undyed Felt, 4, Silk Thread, 7, Mortar, 3, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(1069, 50 , null, null, ../../assets/recipe-icons/weaver/glade-mansion-roof-(wood).png, Glade Mansion Roof (Wood), 1, Maiden Grass, 30, Mahogany Lumber, 10, Cobalt Joint Plate, 10, Cobalt Nails, 10, Felt Lining, 10, null, null, Lightning Crystal, 12, Wind Crystal, 8),
(1070, 50 , null, null, ../../assets/recipe-icons/weaver/glade-mansion-roof-(stone).png, Glade Mansion Roof (Stone), 1, Maiden Grass, 45, Spruce Lumber, 5, Cobalt Joint Plate, 10, Cobalt Nails, 10, Felt Lining, 10, null, null, Lightning Crystal, 12, Wind Crystal, 8),
(1071, 50 , null, null, ../../assets/recipe-icons/weaver/moogle-interior-wall.png, Moogle Interior Wall, 1, Moggle Mog XII's Whisker, 1, Mortar, 6, Undyed Felt, 2, Woolen Yarn, 2, null, null, null, null, Lightning Cluster, 1, Wind Cluster, 1),
(1072, 50 , null, null, ../../assets/recipe-icons/weaver/tatami-flooring.png, Tatami Flooring, 1, Rush Grass, 6, Straw, 6, Cotton Yarn, 6, Fieldcraft Demimateria III, 1, null, null, null, null, Lightning Cluster, 1, Wind Cluster, 1),
(1073, 50 , null, null, ../../assets/recipe-icons/weaver/moogle-flooring.png, Moogle Flooring, 1, Moggle Mog XII's Whisker, 1, Undyed Felt, 5, Woolen Yarn, 5, null, null, null, null, null, null, Lightning Cluster, 1, Wind Cluster, 1),
(1074, 55, null, null, ../../assets/recipe-icons/weaver/bluesky-interior-wall.png, Bluesky Interior Wall, 1, Ramie Cloth, 4, Undyed Felt, 4, Ramie Thread, 3, Mortar, 4, Sky Blue Dye, 10, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(1075, 63, null, null, ../../assets/recipe-icons/weaver/hingan-interior-wall.png, Hingan Interior Wall, 1, Kudzu Cloth, 4, Ruby Cotton Yarn, 3, Mortar, 3, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(1076, 78, null, null, ../../assets/recipe-icons/weaver/eulmoran-inner-wall.png, Eulmoran Inner Wall, 1, Dwarven Cotton, 4, Pixie Cotton, 4, Pixie Floss, 4, Mortar, 4, Wine Red Dye, 4, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1077, 80, null, null, ../../assets/recipe-icons/weaver/cream-yellow-carpet.png, Cream Yellow Carpet, 1, Ovim Wool, 8, Dwarven Cotton, 4, Lignum Vitae Lumber, 4, Mortar, 4, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1078, 80, null, null, ../../assets/recipe-icons/weaver/nomad's-tent.png, Nomad's Tent, 1, Dwarven Cotton, 8, Dwarven Cotton Thread, 3, Lignum Vitae Lumber, 2, Granite, 1, Glade Pendant Lamp, 1, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1079, 80, null, null, ../../assets/recipe-icons/weaver/toymaker's-show-window.png, Toymaker's Show Window, 1, Showcase, 1, Dwarven Cotton, 6, Dwarven Cotton Thread, 3, Lorikeet Down, 5, null, null, null, null, Lightning Crystal, 28, Wind Crystal, 28),
(1080, 80, null, null, ../../assets/recipe-icons/weaver/designer's-show-window.png, Designer's Show Window, 1, Showcase, 1, Dwarven Cotton, 7, Ovim Wool, 4, Sea Swallow Leather, 3, null, null, null, null, Lightning Crystal, 28, Wind Crystal, 28),
(1081, 16, null, null, ../../assets/recipe-icons/weaver/riviera-bed.png, Riviera Bed, 1, Undyed Cotton Cloth, 2, Maple Lumber, 2, Bronze Ingot, 2, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1082, 28, null, null, ../../assets/recipe-icons/weaver/glade-bed.png, Glade Bed, 1, Undyed Velveteen, 4, Elm Lumber, 4, null, null, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 2),
(1083, 32, null, null, ../../assets/recipe-icons/weaver/oasis-leaf-rug.png, Oasis Leaf Rug, 1, Undyed Velveteen, 4, Undyed Cotton Cloth, 2, Cotton Yarn, 4, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(1084, 33, null, null, ../../assets/recipe-icons/weaver/simple-curtain.png, Simple Curtain, 1, Undyed Linen, 2, Linen Yarn, 1, Silver Ingot, 1, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(1085, 34, null, null, ../../assets/recipe-icons/weaver/oasis-bed.png, Oasis Bed, 1, Undyed Linen, 4, Oak Lumber, 2, Iron Ingot, 2, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(1086, 35, null, null, ../../assets/recipe-icons/weaver/chirurgeon's-curtain.png, Chirurgeon's Curtain, 1, Undyed Linen, 10, Mythril Ingot, 5, Brass Ingot, 3, Oak Lumber, 2, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(1087, 36, null, null, ../../assets/recipe-icons/weaver/prism-pouch.png, Prism Pouch, 1, Linen Canvas, 2, Linen Yarn, 2, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(1088, 37, null, null, ../../assets/recipe-icons/weaver/riviera-rug.png, Riviera Rug, 1, Undyed Linen, 4, Undyed Velveteen, 2, Linen Yarn, 4, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(1089, 37, null, null, ../../assets/recipe-icons/weaver/glade-fringed-rug.png, Glade Fringed Rug, 1, Undyed Linen, 4, Undyed Velveteen, 2, Linen Yarn, 4, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(1090, 37, null, null, ../../assets/recipe-icons/weaver/oasis-rug.png, Oasis Rug, 1, Undyed Linen, 4, Undyed Velveteen, 2, Linen Yarn, 4, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(1091, 39, null, null, ../../assets/recipe-icons/weaver/red-carpet.png, Red Carpet, 1, Undyed Woolen Cloth, 3, Woolen Yarn, 2, null, null, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(1092, 40, null, null, ../../assets/recipe-icons/weaver/stuffed-ahriman.png, Stuffed Ahriman, 1, Ahriman Tears, 1, Exquisite Buttons, 1, Undyed Velveteen, 1, Dew Thread, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(1093, 40, null, null, ../../assets/recipe-icons/weaver/riviera-doormat.png, Riviera Doormat, 1, Undyed Woolen Cloth, 4, Undyed Linen, 3, Woolen Yarn, 2, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(1094, 40, null, null, ../../assets/recipe-icons/weaver/glade-rug.png, Glade Rug, 1, Undyed Woolen Cloth, 4, Undyed Linen, 2, Boar Leather, 2, Woolen Yarn, 4, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(1095, 42, null, null, ../../assets/recipe-icons/weaver/riviera-armchair.png, Riviera Armchair, 1, Undyed Woolen Cloth, 2, Woolen Yarn, 2, Apkallu Down, 2, Walnut Lumber, 1, Steel Plate, 1, null, null, Lightning Shard, 5, Wind Shard, 5),
(1096, 42, null, null, ../../assets/recipe-icons/weaver/oasis-bench.png, Oasis Bench, 1, Undyed Woolen Cloth, 4, Mahogany Lumber, 4, Electrum Ingot, 2, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 5),
(1097, 42, null, null, ../../assets/recipe-icons/weaver/glade-doormat.png, Glade Doormat, 1, Undyed Woolen Cloth, 4, Undyed Velveteen, 2, Woolen Yarn, 3, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 5),
(1098, 44, null, null, ../../assets/recipe-icons/weaver/riviera-couch.png, Riviera Couch, 1, Undyed Woolen Cloth, 4, Woolen Yarn, 2, Apkallu Down, 3, Walnut Lumber, 2, Steel Plate, 1, null, null, Lightning Shard, 5, Wind Shard, 5),
(1099, 45, null, null, ../../assets/recipe-icons/weaver/oasis-armchair.png, Oasis Armchair, 1, Undyed Felt, 2, Undyed Woolen Cloth, 2, Mahogany Lumber, 2, Electrum Ingot, 2, null, null, null, null, Lightning Shard, 6, Wind Shard, 5),
(1100, 45, null, null, ../../assets/recipe-icons/weaver/goobbue-rug.png, Goobbue Rug, 1, Undyed Felt, 4, Undyed Linen, 1, Linen Yarn, 2, Exquisite Buttons, 2, null, null, null, null, Lightning Shard, 6, Wind Shard, 5),
(1101, 45, null, null, ../../assets/recipe-icons/weaver/oasis-doormat.png, Oasis Doormat, 1, Undyed Felt, 3, Undyed Woolen Cloth, 4, Woolen Yarn, 2, null, null, null, null, null, null, Lightning Shard, 6, Wind Shard, 5),
(1102, 46, null, null, ../../assets/recipe-icons/weaver/oasis-argyle-rug.png, Oasis Argyle Rug, 1, Undyed Felt, 6, Undyed Woolen Cloth, 2, Woolen Yarn, 4, null, null, null, null, null, null, Lightning Shard, 6, Wind Shard, 5),
(1103, 47, null, null, ../../assets/recipe-icons/weaver/oasis-couch.png, Oasis Couch, 1, Undyed Felt, 3, Undyed Woolen Cloth, 3, Mahogany Lumber, 3, Electrum Ingot, 3, null, null, null, null, Lightning Shard, 6, Wind Shard, 5),
(1104, 49, null, null, ../../assets/recipe-icons/weaver/stuffed-chocobo.png, Stuffed Chocobo, 1, Undyed Woolen Cloth, 1, Apkallu Down, 1, Woolen Yarn, 2, Chocobo Feather, 3, Exquisite Buttons, 2, null, null, Lightning Shard, 6, Wind Shard, 6),
(1105, 50 , null, null, ../../assets/recipe-icons/weaver/tonberry-floor-lamp.png, Tonberry Floor Lamp, 1, Undyed Felt, 3, Spruce Lumber, 1, Darksteel Nugget, 3, Tallow Candle, 6, Frosted Glass Lens, 1, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(1106, 50 , null, null, ../../assets/recipe-icons/weaver/tonberry-round-table.png, Tonberry Round Table, 1, Undyed Woolen Cloth, 2, Blue Fox Hide, 1, Silk Thread, 2, Mahogany Lumber, 4, Cobalt Ingot, 2, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(1107, 50 , null, null, ../../assets/recipe-icons/weaver/tonberry-bed.png, Tonberry Bed, 1, Undyed Woolen Cloth, 6, Blue Fox Hide, 1, Mahogany Lumber, 2, Electrum Ingot, 2, Apkallu Down, 2, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(1108, 50 , null, null, ../../assets/recipe-icons/weaver/tonberry-dining-table.png, Tonberry Dining Table, 1, Undyed Woolen Cloth, 3, Blue Fox Hide, 1, Silk Thread, 2, Mahogany Lumber, 5, Cobalt Ingot, 2, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(1109, 50 , null, null, ../../assets/recipe-icons/weaver/tatami-mat.png, Tatami Mat, 1, Rush Grass, 3, Straw, 3, Cotton Yarn, 3, Fieldcraft Demimateria I, 2, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(1110, 50 , null, null, ../../assets/recipe-icons/weaver/combed-wool-rug.png, Combed Wool Rug, 1, Jute Yarn, 2, Wool Top, 2, Woolen Yarn, 8, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(1111, 50 , null, null, ../../assets/recipe-icons/weaver/tonberry-oval-rug.png, Tonberry Oval Rug, 1, Jute Yarn, 2, Undyed Woolen Cloth, 6, Woolen Yarn, 4, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(1112, 50 , null, null, ../../assets/recipe-icons/weaver/tonberry-square-rug.png, Tonberry Square Rug, 1, Jute Yarn, 2, Undyed Woolen Cloth, 5, Woolen Yarn, 5, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(1113, 50 , null, null, ../../assets/recipe-icons/weaver/riviera-cushion.png, Riviera Cushion, 1, Waterfowl Feather, 3, Undyed Woolen Cloth, 2, Silk Thread, 3, Fieldcraft Demimateria II, 3, null, null, null, null, Lightning Cluster, 1, Wind Cluster, 1),
(1114, 50 , null, null, ../../assets/recipe-icons/weaver/glade-cushion.png, Glade Cushion, 1, Waterfowl Feather, 3, Undyed Woolen Cloth, 2, Silk Thread, 3, Fieldcraft Demimateria II, 3, null, null, null, null, Lightning Cluster, 1, Wind Cluster, 1),
(1115, 50 , null, null, ../../assets/recipe-icons/weaver/oasis-cushion.png, Oasis Cushion, 1, Waterfowl Feather, 3, Undyed Woolen Cloth, 2, Silk Thread, 3, Fieldcraft Demimateria II, 3, null, null, null, null, Lightning Cluster, 1, Wind Cluster, 1),
(1116, 50 , null, null, ../../assets/recipe-icons/weaver/south-seas-armchair.png, South Seas Armchair, 1, Vanya Silk, 3, Apkallu Down, 3, Silk Thread, 4, Rosewood Lumber, 3, null, null, null, null, Lightning Cluster, 1, Wind Cluster, 1),
(1117, 50 , null, null, ../../assets/recipe-icons/weaver/stuffed-moogle.png, Stuffed Moogle, 1, Vanya Silk, 1, Undyed Woolen Cloth, 4, Apkallu Down, 3, Woolen Yarn, 8, null, null, null, null, Lightning Cluster, 1, Wind Cluster, 1),
(1118, 50 , null, null, ../../assets/recipe-icons/weaver/south-seas-couch.png, South Seas Couch, 1, Vanya Silk, 3, Apkallu Down, 6, Silk Thread, 6, Rosewood Lumber, 3, null, null, null, null, Lightning Cluster, 1, Wind Cluster, 1),
(1119, 50 , null, null, ../../assets/recipe-icons/weaver/double-feather-bed.png, Double Feather Bed, 1, Waterfowl Feather, 6, Vanya Silk, 3, Mahogany Lumber, 2, Darksteel Nugget, 2, Fieldcraft Demimateria II, 2, null, null, Lightning Cluster, 1, Wind Cluster, 1),
(1120, 50 , null, null, ../../assets/recipe-icons/weaver/moogle-rug.png, Moogle Rug, 1, Vanya Silk, 1, Undyed Woolen Cloth, 4, Undyed Linen, 3, Woolen Yarn, 8, null, null, null, null, Lightning Cluster, 1, Wind Cluster, 1),
(1121, 50 , null, null, ../../assets/recipe-icons/weaver/carbuncle-round-table.png, Carbuncle Round Table, 1, Ruby, 1, Undyed Woolen Cloth, 4, Spruce Lumber, 3, Boar Leather, 3, Silk Thread, 2, null, null, Lightning Cluster, 2, Wind Cluster, 1),
(1122, 50 , null, null, ../../assets/recipe-icons/weaver/large-woven-rug.png, Large Woven Rug, 1, Jute Yarn, 4, Cashmere Fleece, 4, Undyed Felt, 6, null, null, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 1),
(1123, 56, null, null, ../../assets/recipe-icons/weaver/carbuncle-bed.png, Carbuncle Bed, 1, Hallowed Ramie Cloth, 2, Hallowed Chestnut Lumber, 2, Rainbow Cotton Boll, 4, Rainbow Thread, 2, Star Ruby, 4, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(1124, 59, null, null, ../../assets/recipe-icons/weaver/sofa-cushions.png, Sofa Cushions, 1, Chimerical Felt, 3, Rainbow Cloth, 3, Sylphic Silk, 3, Floss Silk, 6, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 5),
(1125, 62, null, null, ../../assets/recipe-icons/weaver/hingan-chair.png, Hingan Chair, 1, Bloodhempen Cloth, 2, Crawler Silk, 2, Chimera Mane, 2, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(1126, 66, null, null, ../../assets/recipe-icons/weaver/unfinished-shawl.png, Unfinished Shawl, 1, Worsted Yarn, 5, Ramie Thread, 5, Woolen Yarn, 5, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(1127, 66, null, null, ../../assets/recipe-icons/weaver/fat-cat-sofa.png, Fat Cat Sofa, 1, Steppe Serge, 2, Chimerical Felt, 3, Undyed Woolen Cloth, 3, Ruby Cotton Yarn, 3, Apkallu Down, 5, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(1128, 66, null, null, ../../assets/recipe-icons/weaver/hingan-sofa.png, Hingan Sofa, 1, Bloodhempen Cloth, 5, Ramie Cloth, 2, Crawler Silk, 4, Chimera Mane, 5, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(1129, 69, null, null, ../../assets/recipe-icons/weaver/kimono-hanger.png, Kimono Hanger, 1, Twinsilk, 2, Ruby Cotton Cloth, 1, Bloodhempen Cloth, 1, Ancient Lumber, 1, Rose Gold Nugget, 2, null, null, Lightning Crystal, 5, Wind Crystal, 5),
(1130, 78, null, null, ../../assets/recipe-icons/weaver/tabletop-hat-stand.png, Tabletop Hat Stand, 1, Dwarven Cotton, 2, Zonure Leather, 1, Titanbronze Nugget, 2, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1131, 78, null, null, ../../assets/recipe-icons/weaver/misplaced-mog-slippers.png, Misplaced Mog Slippers, 1, Dwarven Cotton, 2, Dwarven Cotton Thread, 2, Lorikeet Down, 2, Rubber, 1, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1132, 80, null, null, ../../assets/recipe-icons/weaver/picnic-basket.png, Picnic Basket, 1, Bamboo Stick, 2, Dwarven Cotton, 1, Messy Dishes, 1, Sausage Links, 1, Pixie Apple, 1, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1133, 80, null, null, ../../assets/recipe-icons/weaver/floor-sofa.png, Floor Sofa, 1, Dwarven Cotton, 6, Dwarven Cotton Thread, 3, Lorikeet Down, 6, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1134, 80, null, null, ../../assets/recipe-icons/weaver/folded-futon.png, Folded Futon, 1, Dwarven Cotton, 4, Lorikeet Down, 6, Twinsilk, 3, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1135, 80, null, null, ../../assets/recipe-icons/weaver/swag-valance.png, Swag Valance, 1, Dwarven Cotton, 4, Ovim Wool, 3, Manasilver Nugget, 2, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1136, 80, null, null, ../../assets/recipe-icons/weaver/stage-curtain.png, Stage Curtain, 1, Dwarven Cotton, 6, Lignum Vitae Lumber, 4, Titanbronze Nugget, 2, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1137, 80, null, null, ../../assets/recipe-icons/weaver/toy-showcase.png, Toy Showcase, 1, Showcase, 1, Dwarven Cotton, 6, Dwarven Cotton Thread, 3, Lorikeet Down, 5, null, null, null, null, Lightning Crystal, 28, Wind Crystal, 28),
(1138, 80, null, null, ../../assets/recipe-icons/weaver/apparel-showcase.png, Apparel Showcase, 1, Showcase, 1, Dwarven Cotton, 7, Ovim Wool, 4, Sea Swallow Leather, 3, null, null, null, null, Lightning Crystal, 28, Wind Crystal, 28),
(1139, 50, null, null, ../../assets/recipe-icons/weaver/rarefied-rainbow-bolero.png, Rarefied Rainbow Bolero, 1, Rainbow Cloth, 2, Archaeornis Leather, 1, Electrum Ingot, 1, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1140, 52, null, null, ../../assets/recipe-icons/weaver/rarefied-rainbow-ribbon.png, Rarefied Rainbow Ribbon, 1, Rainbow Cloth, 2, Agate, 1, Rainbow Thread, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(1141, 54, null, null, ../../assets/recipe-icons/weaver/rarefied-holy-rainbow-hat.png, Rarefied Holy Rainbow Hat, 1, Holy Rainbow Cloth, 1, Wyvern Leather, 1, Rainbow Thread, 1, Straw, 2, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(1142, 56, null, null, ../../assets/recipe-icons/weaver/rarefied-ramie-turban.png, Rarefied Ramie Turban, 1, Ramie Cloth, 2, Rose Gold Nugget, 1, Star Sapphire, 1, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(1143, 58, null, null, ../../assets/recipe-icons/weaver/rarefied-hallowed-ramie-doublet.png, Rarefied Hallowed Ramie Doublet, 1, Hallowed Ramie Cloth, 2, Dhalmel Leather, 1, Opal, 1, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 5),
(1144, 60, null, null, ../../assets/recipe-icons/weaver/rarefied-chimerical-felt-cyclas.png, Rarefied Chimerical Felt Cyclas, 1, Chimerical Felt, 2, Titanium Ingot, 1, Rose Gold Nugget, 1, null, null, null, null, null, null, Lightning Crystal, 6, Wind Crystal, 5),
(1145, 62, null, null, ../../assets/recipe-icons/weaver/rarefied-bloodhempen-skirt.png, Rarefied Bloodhempen Skirt, 1, Bloodhempen Cloth, 3, Gagana Leather, 1, null, null, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(1146, 64, null, null, ../../assets/recipe-icons/weaver/rarefied-ruby-cotton-gilet.png, Rarefied Ruby Cotton Gilet, 1, Ruby Cotton Cloth, 2, Gyuki Leather, 1, High Steel Ingot, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(1147, 66, null, null, ../../assets/recipe-icons/weaver/rarefied-kudzu-hat.png, Rarefied Kudzu Hat, 1, Kudzu Cloth, 2, Durium Nugget, 1, Ruby Cotton Yarn, 1, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(1148, 68, null, null, ../../assets/recipe-icons/weaver/rarefied-serge-hose.png, Rarefied Serge Hose, 1, Steppe Serge, 2, Marid Leather, 1, Durium Nugget, 1, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 5),
(1149, 70, null, null, ../../assets/recipe-icons/weaver/rarefied-twinsilk-apron.png, Rarefied Twinsilk Apron, 1, Twinsilk, 2, Twinthread, 1, Palladium Nugget, 1, null, null, null, null, null, null, Lightning Crystal, 6, Wind Crystal, 5),
(1150, 72, null, null, ../../assets/recipe-icons/weaver/rarefied-brightlinen-himation.png, Rarefied Brightlinen Himation, 1, Bright Linen Cloth, 2, Smilodon Leather, 1, Star Ruby, 1, null, null, null, null, null, null, Lightning Crystal, 6, Wind Crystal, 6),
(1151, 74, null, null, ../../assets/recipe-icons/weaver/rarefied-iridescent-top.png, Rarefied Iridescent Top, 1, Iridescent Silk, 2, Green Glider Leather, 1, Star Ruby, 1, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 6),
(1152, 76, null, null, ../../assets/recipe-icons/weaver/rarefied-pixie-cotton-hood.png, Rarefied Pixie Cotton Hood, 1, Pixie Cotton, 2, Atrociraptor Leather, 1, Pixie Floss, 1, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 6),
(1153, 78, null, null, ../../assets/recipe-icons/weaver/rarefied-ovim-wool-tunic.png, Rarefied Ovim Wool Tunic, 1, Ovim Wool, 2, Zonure Leather, 1, Hardsilver Nugget, 1, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1154, 80, null, null, ../../assets/recipe-icons/weaver/rarefied-dwarven-cotton-beret.png, Rarefied Dwarven Cotton Beret, 1, Dwarven Cotton, 2, Sea Swallow Leather, 1, Dwarven Cotton Thread, 1, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(1155, 57, null, null, ../../assets/recipe-icons/weaver/near-eastern-antique-component.png, Near Eastern Antique Component, 1, Near Eastern Antique Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1156, 57, null, null, ../../assets/recipe-icons/weaver/near-eastern-antique.png, Near Eastern Antique, 1, Near Eastern Antique Component, 2, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1157, 58, null, null, ../../assets/recipe-icons/weaver/coerthan-souvenir-component.png, Coerthan Souvenir Component, 1, Coerthan Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1158, 58, null, null, ../../assets/recipe-icons/weaver/coerthan-souvenir.png, Coerthan Souvenir, 1, Coerthan Souvenir Component, 2, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1159, 59, null, null, ../../assets/recipe-icons/weaver/maelstrom-materiel-component.png, Maelstrom Materiel Component, 1, Maelstrom Materiel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1160, 59, null, null, ../../assets/recipe-icons/weaver/maelstrom-materiel.png, Maelstrom Materiel, 1, Maelstrom Materiel Component, 3, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1161, 60, null, null, ../../assets/recipe-icons/weaver/heartfelt-gift-component.png, Heartfelt Gift Component, 1, Heartfelt Gift Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1162, 60, null, null, ../../assets/recipe-icons/weaver/heartfelt-gift.png, Heartfelt Gift, 1, Heartfelt Gift Component, 3, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1163, 60 , null, null, ../../assets/recipe-icons/weaver/orphanage-donation-component.png, Orphanage Donation Component, 1, Orphanage Donation Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1164, 60 , null, null, ../../assets/recipe-icons/weaver/orphanage-donation.png, Orphanage Donation, 1, Orphanage Donation Component, 4, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1165, 60, null, null, ../../assets/recipe-icons/weaver/gyr-abanian-souvenir-component.png, Gyr Abanian Souvenir Component, 1, Gyr Abanian Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1166, 60, null, null, ../../assets/recipe-icons/weaver/gyr-abanian-souvenir.png, Gyr Abanian Souvenir, 1, Gyr Abanian Souvenir Component, 2, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1167, 60 , null, null, ../../assets/recipe-icons/weaver/far-eastern-antique-component.png, Far Eastern Antique Component, 1, Far Eastern Antique Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1168, 60 , null, null, ../../assets/recipe-icons/weaver/far-eastern-antique.png, Far Eastern Antique, 1, Far Eastern Antique Component, 2, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1169, 61, null, null, ../../assets/recipe-icons/weaver/gold-saucer-consolation-prize-component.png, Gold Saucer Consolation Prize Component, 1, Gold Saucer Consolation Prize Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1170, 61, null, null, ../../assets/recipe-icons/weaver/gold-saucer-consolation-prize.png, Gold Saucer Consolation Prize, 1, Gold Saucer Consolation Prize Component, 3, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1171, 62, null, null, ../../assets/recipe-icons/weaver/m-tribe-sundry-component.png, M Tribe Sundry Component, 1, M tribe Sundry Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
