(1, 1, null, null, ../../assets/recipe-icons/leatherworker/leather.png, Leather, 1, Animal Skin, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, null, null),
(1125, 68, null, null, ../../assets/recipe-icons/leatherworker/rarefied-marid-leather-corset.png, Rarefied Marid Leather Corset, 1, Marid Leather, 2, Durium Nugget, 1, Kudzu Thread, 1, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(1126, 70, null, null, ../../assets/recipe-icons/leatherworker/rarefied-gazelleskin-armguards.png, Rarefied Gazelleskin Armguards, 1, Gazelle Leather, 2, Steppe Serge, 1, Tama-hagane Ingot, 1, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1127, 72, null, null, ../../assets/recipe-icons/leatherworker/rarefied-smilodonskin-trousers.png, Rarefied Smilodonskin Trousers, 1, Smilodon Leather, 2, Bright Linen Cloth, 1, Durium Nugget, 1, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 6),
(1128, 74, null, null, ../../assets/recipe-icons/leatherworker/rarefied-gliderskin-thighboots.png, Rarefied Gliderskin Thighboots, 1, Green Glider Leather, 2, Iridescent Silk, 1, Silk Thread, 1, null, null, null, null, null, null, Earth Crystal, 7, Wind Crystal, 6),
(1129, 76, null, null, ../../assets/recipe-icons/leatherworker/rarefied-atrociraptorskin-cap.png, Rarefied Atrociraptorskin Cap, 1, Atrociraptor Leather, 2, Manasilver Nugget, 1, Pixie Floss, 1, null, null, null, null, null, null, Earth Crystal, 7, Wind Crystal, 6),
(1130, 78, null, null, ../../assets/recipe-icons/leatherworker/rarefied-zonureskin-fingerless-gloves.png, Rarefied Zonureskin Fingerless Gloves, 1, Zonure Leather, 2, Ovim Wool, 1, Ramie Thread, 1, null, null, null, null, null, null, Earth Crystal, 7, Wind Crystal, 7),
(1131, 80, null, null, ../../assets/recipe-icons/leatherworker/rarefied-swallowskin-coat.png, Rarefied Swallowskin Coat, 1, Sea Swallow Leather, 2, Dwarven Cotton, 1, Dwarven Mythril Nugget, 1, null, null, null, null, null, null, Earth Crystal, 7, Wind Crystal, 7),
(1132, 57, null, null, ../../assets/recipe-icons/leatherworker/near-eastern-antique-component.png, Near Eastern Antique Component, 1, Near Eastern Antique Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1133, 57, null, null, ../../assets/recipe-icons/leatherworker/near-eastern-antique.png, Near Eastern Antique, 1, Near Eastern Antique Component, 2, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1134, 58, null, null, ../../assets/recipe-icons/leatherworker/coerthan-souvenir-component.png, Coerthan Souvenir Component, 1, Coerthan Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1135, 58, null, null, ../../assets/recipe-icons/leatherworker/coerthan-souvenir.png, Coerthan Souvenir, 1, Coerthan Souvenir Component, 2, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1136, 59, null, null, ../../assets/recipe-icons/leatherworker/maelstrom-materiel-component.png, Maelstrom Materiel Component, 1, Maelstrom Materiel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1137, 59, null, null, ../../assets/recipe-icons/leatherworker/maelstrom-materiel.png, Maelstrom Materiel, 1, Maelstrom Materiel Component, 3, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1138, 60, null, null, ../../assets/recipe-icons/leatherworker/heartfelt-gift-component.png, Heartfelt Gift Component, 1, Heartfelt Gift Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1139, 60, null, null, ../../assets/recipe-icons/leatherworker/heartfelt-gift.png, Heartfelt Gift, 1, Heartfelt Gift Component, 3, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1140, 60 , null, null, ../../assets/recipe-icons/leatherworker/orphanage-donation-component.png, Orphanage Donation Component, 1, Orphanage Donation Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1141, 60 , null, null, ../../assets/recipe-icons/leatherworker/orphanage-donation.png, Orphanage Donation, 1, Orphanage Donation Component, 4, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1142, 60, null, null, ../../assets/recipe-icons/leatherworker/gyr-abanian-souvenir-component.png, Gyr Abanian Souvenir Component, 1, Gyr Abanian Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1143, 60, null, null, ../../assets/recipe-icons/leatherworker/gyr-abanian-souvenir.png, Gyr Abanian Souvenir, 1, Gyr Abanian Souvenir Component, 2, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1144, 60 , null, null, ../../assets/recipe-icons/leatherworker/far-eastern-antique-component.png, Far Eastern Antique Component, 1, Far Eastern Antique Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1145, 60 , null, null, ../../assets/recipe-icons/leatherworker/far-eastern-antique.png, Far Eastern Antique, 1, Far Eastern Antique Component, 2, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1146, 61, null, null, ../../assets/recipe-icons/leatherworker/gold-saucer-consolation-prize-component.png, Gold Saucer Consolation Prize Component, 1, Gold Saucer Consolation Prize Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1147, 61, null, null, ../../assets/recipe-icons/leatherworker/gold-saucer-consolation-prize.png, Gold Saucer Consolation Prize, 1, Gold Saucer Consolation Prize Component, 3, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1148, 62, null, null, ../../assets/recipe-icons/leatherworker/m-tribe-sundry-component.png, M Tribe Sundry Component, 1, M tribe Sundry Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1149, 62, null, null, ../../assets/recipe-icons/leatherworker/m-tribe-sundries.png, M Tribe Sundries, 1, M Tribe Sundry Component, 3, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1150, 63, null, null, ../../assets/recipe-icons/leatherworker/resistance-materiel-component.png, Resistance Materiel Component, 1, Resistance Materiel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1151, 63, null, null, ../../assets/recipe-icons/leatherworker/resistance-materiel.png, Resistance Materiel, 1, Resistance Materiel Component, 4, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1152, 62, null, null, ../../assets/recipe-icons/leatherworker/gyr-abanian-remedy-components.png, Gyr Abanian Remedy Components, 1, Raw Medicinal Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1153, 62, null, null, ../../assets/recipe-icons/leatherworker/gyr-abanian-remedies.png, Gyr Abanian Remedies, 1, Gyr Abanian Remedy Components, 2, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1154, 62, null, null, ../../assets/recipe-icons/leatherworker/harpoon-components.png, Harpoon Components, 1, Raw Harpoon Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1155, 62, null, null, ../../assets/recipe-icons/leatherworker/anti-shark-harpoon.png, Anti-shark Harpoon, 1, Harpoon Components, 2, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1156, 63, null, null, ../../assets/recipe-icons/leatherworker/cold-weather-gear-components.png, Cold-weather Gear Components, 1, Raw Cold-weather Gear Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1157, 63, null, null, ../../assets/recipe-icons/leatherworker/coerthan-cold-weather-gear.png, Coerthan Cold-weather Gear, 1, Cold-weather Gear Components, 3, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1158, 63, null, null, ../../assets/recipe-icons/leatherworker/sui-no-sato-special-components.png, Sui-no-Sato Special Components, 1, Raw Sui-no-Sato Special Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1159, 63, null, null, ../../assets/recipe-icons/leatherworker/sui-no-sato-special.png, Sui-no-Sato Special, 1, Sui-no-Sato Special Components, 3, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1160, 64, null, null, ../../assets/recipe-icons/leatherworker/cloud-pearl-components.png, Cloud Pearl Components, 1, Raw Cloud Pearl Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1161, 64, null, null, ../../assets/recipe-icons/leatherworker/cloud-pearl.png, Cloud Pearl, 1, Cloud Pearl Components, 4, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1162, 66, null, null, ../../assets/recipe-icons/leatherworker/ishgardian-culinary-materials.png, Ishgardian Culinary Materials, 1, Raw Ishgardian Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1163, 66, null, null, ../../assets/recipe-icons/leatherworker/ishgardian-culinary-essentials.png, Ishgardian Culinary Essentials, 1, Ishgardian Culinary Materials, 2, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1164, 66, null, null, ../../assets/recipe-icons/leatherworker/juice-fermenting-supplies.png, Juice Fermenting Supplies, 1, Raw Fermenting Supplies, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1165, 66, null, null, ../../assets/recipe-icons/leatherworker/fermented-juice.png, Fermented Juice, 1, Juice Fermenting Supplies, 2, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1166, 67, null, null, ../../assets/recipe-icons/leatherworker/signature-buuz-cookware-materials.png, Signature Buuz Cookware Materials, 1, Raw Steppe Cookware Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1167, 67, null, null, ../../assets/recipe-icons/leatherworker/signature-buuz-cookware.png, Signature Buuz Cookware, 1, Signature Buuz Cookware Materials, 3, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1168, 67, null, null, ../../assets/recipe-icons/leatherworker/decorative-tavern-furnishing-materials.png, Decorative Tavern Furnishing Materials, 1, Raw Tavern Furnishing Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1169, 67, null, null, ../../assets/recipe-icons/leatherworker/hard-place-decorative-furnishings.png, Hard Place Decorative Furnishings, 1, Decorative Tavern Furnishing Materials, 3, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1170, 68, null, null, ../../assets/recipe-icons/leatherworker/arkhi-brewing-vat-materials.png, Arkhi Brewing Vat Materials, 1, Raw Brewing Vat Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1171, 68, null, null, ../../assets/recipe-icons/leatherworker/arkhi-brewing-set.png, Arkhi Brewing Set, 1, Arkhi Brewing Vat Materials, 4, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1172, 70, null, null, ../../assets/recipe-icons/leatherworker/flyer-printing-set.png, Flyer Printing Set, 1, Flyer Printing Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1173, 70 , null, null, ../../assets/recipe-icons/leatherworker/kholusian-cuisine-set.png, Kholusian Cuisine Set, 1, Kholusian Cuisine Paraphernalia, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1174, 71, null, null, ../../assets/recipe-icons/leatherworker/honeybee-trappings.png, Honeybee Trappings, 1, Honeybee Trappings Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1175, 72, null, null, ../../assets/recipe-icons/leatherworker/airship-fittings.png, Airship Fittings, 1, Airship Fitting Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1176, 73, null, null, ../../assets/recipe-icons/leatherworker/beehive-souvenir.png, Beehive Souvenir, 1, Beehive Souvenir Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1177, 71, null, null, ../../assets/recipe-icons/leatherworker/custom-gathering-tool-components.png, Custom Gathering Tool Components, 1, Dragon's Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1178, 72, null, null, ../../assets/recipe-icons/leatherworker/custom-weaving-components.png, Custom Weaving Components, 1, Dragon's Weaving Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1179, 73, null, null, ../../assets/recipe-icons/leatherworker/custom-crafting-tool-components.png, Custom Crafting Tool Components, 1, Dragon's Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1180, 74, null, null, ../../assets/recipe-icons/leatherworker/handpicked-culinary-essentials.png, Handpicked Culinary Essentials, 1, Handpicked Ingredient Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1181, 75, null, null, ../../assets/recipe-icons/leatherworker/printing-essentials.png, Printing Essentials, 1, Printing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1182, 71, null, null, ../../assets/recipe-icons/leatherworker/patient-necessities.png, Patient Necessities, 1, Patient Necessity Components, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1183, 72, null, null, ../../assets/recipe-icons/leatherworker/medical-supplies.png, Medical Supplies, 1, Medical Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1184, 73, null, null, ../../assets/recipe-icons/leatherworker/rehabilitation-aids.png, Rehabilitation Aids, 1, Rehabilitation Aid Components, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1185, 75, null, null, ../../assets/recipe-icons/leatherworker/high-tea-essentials.png, High Tea Essentials, 1, High Tea Components, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1186, 77, null, null, ../../assets/recipe-icons/leatherworker/art-supplies.png, Art Supplies, 1, Art Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1187, 1, null, null, ../../assets/recipe-icons/leatherworker/hull-interior-component.png, Hull Interior Component, 1, Hull Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 2, Wind Shard, 2),
(1188, 1, null, null, ../../assets/recipe-icons/leatherworker/bladder-component.png, Bladder Component, 1, Bladder Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1189, 1, null, null, ../../assets/recipe-icons/leatherworker/bladder-lining-component.png, Bladder Lining Component, 1, Bladder Lining Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1190, 1, null, null, ../../assets/recipe-icons/leatherworker/starboard-hull-component.png, Starboard Hull Component, 1, Starboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1191, 1, null, null, ../../assets/recipe-icons/leatherworker/larboard-hull-component.png, Larboard Hull Component, 1, Larboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1192, 3, null, null, ../../assets/recipe-icons/leatherworker/propulsion-engine-component.png, Propulsion Engine Component, 1, Propulsion Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 2, Wind Shard, 2),
(1193, 3, null, null, ../../assets/recipe-icons/leatherworker/gyrodrive-component.png, Gyrodrive Component, 1, Gyrodrive Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1194, 3, null, null, ../../assets/recipe-icons/leatherworker/rigging-component.png, Rigging Component, 1, Rigging Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1195, 3, null, null, ../../assets/recipe-icons/leatherworker/deck-component.png, Deck Component, 1, Deck Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1196, 3, null, null, ../../assets/recipe-icons/leatherworker/engine-casing-component.png, Engine Casing Component, 1, Engine Casing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1197, 3, null, null, ../../assets/recipe-icons/leatherworker/crafting-tool-component.png, Crafting Tool Component, 1, Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1198, 6, null, null, ../../assets/recipe-icons/leatherworker/engine-jointing-component.png, Engine Jointing Component, 1, Engine Jointing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 2, Wind Shard, 2),
(1199, 6, null, null, ../../assets/recipe-icons/leatherworker/cockpit-exterior-component.png, Cockpit Exterior Component, 1, Cockpit Exterior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1200, 6, null, null, ../../assets/recipe-icons/leatherworker/cockpit-interior-component.png, Cockpit Interior Component, 1, Cockpit Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1201, 6, null, null, ../../assets/recipe-icons/leatherworker/ballast-component.png, Ballast Component, 1, Ballast Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1202, 6, null, null, ../../assets/recipe-icons/leatherworker/instrument-panel-component.png, Instrument Panel Component, 1, Instrument Panel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1203, 6, null, null, ../../assets/recipe-icons/leatherworker/aerodynamo-component.png, Aerodynamo Component, 1, Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1204, 10, null, null, ../../assets/recipe-icons/leatherworker/starboard-wing-component.png, Starboard Wing Component, 1, Starboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1205, 10, null, null, ../../assets/recipe-icons/leatherworker/larboard-wing-component.png, Larboard Wing Component, 1, Larboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1206, 10, null, null, ../../assets/recipe-icons/leatherworker/starboard-wing-control-component.png, Starboard Wing Control Component, 1, Starboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1207, 10, null, null, ../../assets/recipe-icons/leatherworker/larboard-wing-control-component.png, Larboard Wing Control Component, 1, Larboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1208, 10, null, null, ../../assets/recipe-icons/leatherworker/transmission-component.png, Transmission Component, 1, Transmission Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1209, 10, null, null, ../../assets/recipe-icons/leatherworker/heat-vent-component.png, Heat Vent Component, 1, Heat Vent Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1210, 15, null, null, ../../assets/recipe-icons/leatherworker/helm-component.png, Helm Component, 1, Helm Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 2, Wind Shard, 2),
(1211, 15, null, null, ../../assets/recipe-icons/leatherworker/speaking-tube-component.png, Speaking Tube Component, 1, Speaking Tube Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1212, 15, null, null, ../../assets/recipe-icons/leatherworker/lamp-component.png, Lamp Component, 1, Lamp Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1213, 15, null, null, ../../assets/recipe-icons/leatherworker/exhaust-outlet-component.png, Exhaust Outlet Component, 1, Exhaust Outlet Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1214, 15, null, null, ../../assets/recipe-icons/leatherworker/disposal-unit-component.png, Disposal Unit Component, 1, Disposal Unit Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1215, 15, null, null, ../../assets/recipe-icons/leatherworker/ceruleum-tank-component.png, Ceruleum Tank Component, 1, Ceruleum Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1216, 15, null, null, ../../assets/recipe-icons/leatherworker/steering-mechanism-component.png, Steering Mechanism Component, 1, Steering Mechanism Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1217, 16, null, null, ../../assets/recipe-icons/leatherworker/escape-flyer-component.png, Escape Flyer Component, 1, Escape Flyer Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1218, 16, null, null, ../../assets/recipe-icons/leatherworker/spare-tank-component.png, Spare Tank Component, 1, Spare Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1219, 16, null, null, ../../assets/recipe-icons/leatherworker/refabrication-component.png, Refabrication Component, 1, Refabrication Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1220, 16, null, null, ../../assets/recipe-icons/leatherworker/isolator-component.png, Isolator Component, 1, Isolator Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1221, 16, null, null, ../../assets/recipe-icons/leatherworker/hyperconductor-component.png, Hyperconductor Component, 1, Hyperconductor Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1222, 16, null, null, ../../assets/recipe-icons/leatherworker/auxiliary-aerodynamo-component.png, Auxiliary Aerodynamo Component, 1, Auxiliary Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1223, 16, null, null, ../../assets/recipe-icons/leatherworker/decorative-plating-component.png, Decorative Plating Component, 1, Decorative Plating Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, Wind Shard, 1),
(1224, 18, null, null, ../../assets/recipe-icons/leatherworker/finishing-component.png, Finishing Component, 1, Finishing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 2, Wind Shard, 2),
(1225, 18, null, null, ../../assets/recipe-icons/leatherworker/figurehead-component.png, Figurehead Component, 1, Figurehead Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 2, Wind Shard, 2),
(1226, 50, null, null, ../../assets/recipe-icons/leatherworker/fake-kupo-nut.png, Fake Kupo Nut, 1, Fake Kupo Nut Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1227, 50, null, null, ../../assets/recipe-icons/leatherworker/horn-component.png, Horn Component, 1, Horn Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1228, 50, null, null, ../../assets/recipe-icons/leatherworker/moogle-tool-component.png, Moogle Tool Component, 1, Moogle Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1229, 50, null, null, ../../assets/recipe-icons/leatherworker/statue-supplies.png, Statue Supplies, 1, Statue Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1230, 50, null, null, ../../assets/recipe-icons/leatherworker/tablet-supplies.png, Tablet Supplies, 1, Tablet Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 2),
(1231, 50, null, null, ../../assets/recipe-icons/leatherworker/training-supplies.png, Training Supplies, 1, Training Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1232, 50, null, null, ../../assets/recipe-icons/leatherworker/repurposed-construction-component.png, Repurposed Construction Component, 1, Construction Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1233, 50, null, null, ../../assets/recipe-icons/leatherworker/foundation-component.png, Foundation Component, 1, Foundation Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1234, 50, null, null, ../../assets/recipe-icons/leatherworker/basket-component.png, Basket Component, 1, Basket Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1235, 50, null, null, ../../assets/recipe-icons/leatherworker/wall-repair-supplies.png, Wall Repair Supplies, 1, Wall Repair Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1236, 50, null, null, ../../assets/recipe-icons/leatherworker/gathering-tool-component.png, Gathering Tool Component, 1, Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1237, 50, null, null, ../../assets/recipe-icons/leatherworker/veneer-component.png, Veneer Component, 1, Veneer Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1238, 50, null, null, ../../assets/recipe-icons/leatherworker/aetheric-shielding.png, Aetheric Shielding, 1, Aetheric Shielding Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1239, 50, null, null, ../../assets/recipe-icons/leatherworker/stonemasonry-supplies.png, Stonemasonry Supplies, 1, Stonemasonry Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1240, 50, null, null, ../../assets/recipe-icons/leatherworker/exploding-kupo-nut.png, Exploding Kupo Nut, 1, Exploding Kupo Nut Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1241, 50, null, null, ../../assets/recipe-icons/leatherworker/austere-offering.png, Austere Offering, 1, Austere Offering Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1242, 50, null, null, ../../assets/recipe-icons/leatherworker/shearing-machine-component.png, Shearing Machine Component, 1, Shearing Machine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1243, 50, null, null, ../../assets/recipe-icons/leatherworker/water-filter-component.png, Water Filter Component, 1, Water Filter Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1244, 50, null, null, ../../assets/recipe-icons/leatherworker/mogstew-miscellany.png, Mogstew Miscellany, 1, Mogstew Miscellany Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1245, 50, null, null, ../../assets/recipe-icons/leatherworker/moogle-statuette.png, Moogle Statuette, 1, Moogle Statuette Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
