(1, 1, null, null, ../../assets/recipe-icons/culinarian/table-salt.png, Table Salt, 6, Rock Salt, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, null, null),
(320, 80, 450, Master Culinarian VII, ../../assets/recipe-icons/culinarian/rare-roast-beef.png, Rare Roast Beef, 3, Dzo Tenderloin, 2, Frantoio Oil, 1, Peppermint, 2, Night Pepper, 2, Fennel, 1, Gyr Abanian Carrot, 2, Fire Cluster, 2, Water Cluster, 2),
(321, 80, 450, Master Culinarian VII, ../../assets/recipe-icons/culinarian/exquisite-beef-stew.png, Exquisite Beef Stew, 3, Dzo Tenderloin, 2, Upland Wheat Flour, 1, Russet Popoto, 2, Underground Spring Water, 2, Night Pepper, 2, Gyr Abanian Carrot, 2, Fire Cluster, 2, Water Cluster, 2),
(322, 80, 460, Master Culinarian VII, ../../assets/recipe-icons/culinarian/mejillones-al-ajillo.png, Mejillones al Ajillo, 3, Sweetmeat Mussel, 1, Frantoio Oil, 1, Curly Parsley, 1, Garlean Garlic, 1, Chiaroglow Aethersand, 1, null, null, Fire Cluster, 2, Water Cluster, 2),
(323, 80, 460, Master Culinarian VII, ../../assets/recipe-icons/culinarian/arros-negre.png, Arros Negre, 3, Sweetmeat Mussel, 1, Squid Ink, 1, Bomba Rice, 1, Paprika, 1, Chiaroglow Aethersand, 1, null, null, Fire Cluster, 2, Water Cluster, 2),
(324, 80, 480, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/ovim-meatballs.png, Ovim Meatballs, 3, Lingonberry, 2, Frantoio Oil, 1, Russet Popoto, 2, Ovim Meat, 2, Yak Milk, 1, Ala Mhigan Salt Crystal, 1, Fire Cluster, 2, Water Cluster, 2),
(325, 80, 480, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/mors.png, Mors, 3, Lingonberry, 2, Garden Beet Sugar, 1, Lemonette, 2, Underground Spring Water, 2, Birch Syrup, 1, Galago Mint, 1, Fire Cluster, 2, Water Cluster, 2),
(326, 80, 480, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/lemon-waffle.png, Lemon Waffle, 3, Strong Flour, 2, Garden Beet Sugar, 1, Lemonette, 2, Lorikeet Egg, 2, Fermented Butter, 1, Cottonseed Oil, 1, Fire Cluster, 2, Water Cluster, 2),
(327, 80, 480, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/honey-croissant.png, Honey Croissant, 3, Strong Flour, 2, Golden Honey, 1, Peppermint, 2, Underground Spring Water, 2, Yak Milk, 1, Ala Mhigan Salt Crystal, 1, Fire Cluster, 2, Water Cluster, 2),
(328, 80, 480, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/sausage-and-sauerkraut.png, Sausage and Sauerkraut, 3, Highland Cabbage, 2, Night Vinegar, 1, Peppermint, 2, Ovim Meat, 2, Sheep Casings, 1, Black Pepper, 1, Fire Cluster, 2, Water Cluster, 2),
(329, 80, 480, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/stuffed-highland-cabbage.png, Stuffed Highland Cabbage, 3, Highland Cabbage, 2, Frantoio Oil, 1, Mist Spinach, 2, Blood Tomato, 2, Ovim Meat, 1, Black Pepper, 1, Fire Cluster, 2, Water Cluster, 2),
(330, 80, 480, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/pickled-herring.png, Pickled Herring, 3, Platinum Herring, 2, Frantoio Oil, 1, Lemonette, 2, Curly Parsley, 2, Cyclops Onion, 1, Paprika, 1, Fire Cluster, 2, Water Cluster, 2),
(331, 80, 480, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/herring-pie.png, Herring Pie, 3, Platinum Herring, 2, Upland Wheat Flour, 1, Mist Spinach, 2, Underground Spring Water, 2, Creamtop Mushroom, 1, Ala Mhigan Salt Crystal, 1, Fire Cluster, 2, Water Cluster, 2),
(332, 80, 480, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/farmer's-breakfast.png, Farmer's Breakfast, 3, Silkie Egg, 2, Frantoio Oil, 1, Russet Popoto, 2, Ovim Meat, 2, Curly Parsley, 1, Cyclops Onion, 1, Fire Cluster, 2, Water Cluster, 2),
(333, 80, 480, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/silkie-pudding.png, Silkie Pudding, 3, Silkie Egg, 2, Garden Beet Sugar, 1, Lemonette, 2, Underground Spring Water, 2, Nutmeg, 1, Yak Milk, 1, Fire Cluster, 2, Water Cluster, 2),
(334, 80, 490, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/crab-cakes.png, Crab Cakes, 3, Blue Crab, 1, Upland Wheat Flour, 1, Lorikeet Egg, 1, Cyclops Onion, 1, Levinstrike Aethersand, 1, null, null, Fire Cluster, 2, Water Cluster, 2),
(335, 80, 490, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/chili-crab.png, Chili Crab, 3, Blue Crab, 1, Frantoio Oil, 1, Blood Tomato, 2, Jhammel Ginger, 1, Levinstrike Aethersand, 1, null, null, Fire Cluster, 2, Water Cluster, 2),
(336, 80, 510, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/pizza.png, Pizza, 3, Mozzarella, 2, Upland Wheat Flour, 2, Peppermint, 1, Blood Tomato, 2, Underground Spring Water, 1, Ala Mhigan Salt Crystal, 1, Fire Cluster, 3, Water Cluster, 3),
(337, 80, 510, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/mist-spinach-quiche.png, Mist Spinach Quiche, 3, Mozzarella, 2, Upland Wheat Flour, 2, Mist Spinach, 1, Lorikeet Egg, 2, Underground Spring Water, 1, Ala Mhigan Salt Crystal, 1, Fire Cluster, 3, Water Cluster, 3),
(338, 80, 510, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/chicken-fettuccine.png, Chicken Fettuccine, 3, Chicken Thigh, 2, Frantoio Oil, 2, Peppermint, 1, Curly Parsley, 1, Sweet Cream, 1, Vermicelli, 2, Fire Cluster, 3, Water Cluster, 3),
(339, 80, 510, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/smoked-chicken.png, Smoked Chicken, 3, Chicken Thigh, 2, Frantoio Oil, 2, Lemonette, 1, Night Pepper, 2, Creamtop Mushroom, 1, Ala Mhigan Salt Crystal, 1, Fire Cluster, 3, Water Cluster, 3),
(340, 80, 510, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/golden-pineapple-juice.png, Golden Pineapple Juice, 3, Golden Pineapple, 2, Golden Honey, 2, Lemonette, 1, Amber Cloves, 2, Underground Spring Water, 1, Yak Milk, 1, Fire Cluster, 3, Water Cluster, 3),
(341, 80, 510, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/pineapple-salad.png, Pineapple Salad, 3, Golden Pineapple, 2, Frantoio Oil, 2, Lemonette, 1, Blood Tomato, 2, Purple Carrot, 1, La Noscean Lettuce, 1, Fire Cluster, 3, Water Cluster, 3),
(342, 80, 510, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/zefir.png, Zefir, 3, Twilight Apple, 2, Garden Beet Sugar, 2, Peppermint, 1, Lorikeet Egg, 2, Harcot, 1, Gelatin, 1, Fire Cluster, 3, Water Cluster, 3),
(343, 80, 510, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/twilight-popoto-salad.png, Twilight Popoto Salad, 3, Twilight Apple, 2, Frantoio Oil, 2, Russet Popoto, 1, Purple Carrot, 1, Lorikeet Egg, 2, Ramhorn Zucchini, 1, Fire Cluster, 3, Water Cluster, 3),
(344, 80, 510, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/broad-bean-curry.png, Broad Bean Curry, 3, Cardamom, 2, Upland Wheat Flour, 2, Broad Beans, 1, Bomba Rice, 2, Underground Spring Water, 1, Fermented Butter, 1, Fire Cluster, 3, Water Cluster, 3),
(345, 80, 510, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/lemon-muffin.png, Lemon Muffin, 3, Cardamom, 2, Upland Wheat Flour, 2, Lemonette, 1, Lorikeet Egg, 2, Yak Milk, 1, Fermented Butter, 1, Fire Cluster, 3, Water Cluster, 3),
(346, 80, null, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/resplendent-culinarian's-component-a.png, Resplendent Culinarian's Component A, 1, Resplendent Culinarian's Material A, 1, null, null, null, null, null, null, null, null, null, null, Fire Cluster, 4, Water Cluster, 2),
(347, 80, null, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/resplendent-culinarian's-component-b.png, Resplendent Culinarian's Component B, 1, Resplendent Culinarian's Material B, 2, null, null, null, null, null, null, null, null, null, null, Fire Cluster, 4, Water Cluster, 2),
(348, 80, null, Master Culinarian VIII, ../../assets/recipe-icons/culinarian/resplendent-culinarian's-component-c.png, Resplendent Culinarian's Component C, 1, Resplendent Culinarian's Material C, 2, null, null, null, null, null, null, null, null, null, null, Fire Cluster, 4, Water Cluster, 2),
(349, 78, null, null, ../../assets/recipe-icons/culinarian/baker's-stall.png, Baker's Stall, 1, Walnut Dining Table, 1, Glade Pendant Lamp, 1, Dwarven Cotton, 3, Upland Wheat Flour, 6, Highland Spring Water, 6, Ala Mhigan Salt Crystal, 2, Fire Crystal, 28, Water Crystal, 28),
(350, 78, null, null, ../../assets/recipe-icons/culinarian/fruiterer's-stall.png, Fruiterer's Stall, 1, Walnut Dining Table, 1, Glade Pendant Lamp, 1, Dwarven Cotton, 3, Royal Grapes, 6, Pixie Apple, 6, Prickly Pineapple, 3, Fire Crystal, 28, Water Crystal, 28),
(351, 78, null, null, ../../assets/recipe-icons/culinarian/greengrocer's-stall.png, Greengrocer's Stall, 1, Walnut Dining Table, 1, Glade Pendant Lamp, 1, Dwarven Cotton, 3, Blood Tomato, 5, Russet Popoto, 5, Sun Cabbage, 5, Fire Crystal, 28, Water Crystal, 28),
(352, 78, null, null, ../../assets/recipe-icons/culinarian/butcher's-stall.png, Butcher's Stall, 1, Walnut Dining Table, 1, Glade Pendant Lamp, 1, Dwarven Cotton, 3, Ovim Meat, 4, Rail Tenderloin, 4, Dzo Chuck, 4, Fire Crystal, 28, Water Crystal, 28),
(353, 80, null, null, ../../assets/recipe-icons/culinarian/baker's-show-window.png, Baker's Show Window, 1, Showcase, 1, Upland Wheat Flour, 7, Underground Spring Water, 4, Ala Mhigan Salt Crystal, 3, null, null, null, null, Fire Crystal, 28, Water Crystal, 28),
(354, 15, null, null, ../../assets/recipe-icons/culinarian/wax-vegetables.png, Wax Vegetables, 1, Ash Lumber, 1, La Noscean Lettuce, 1, Ruby Tomato, 1, Coerthan Carrot, 1, Ogre Pumpkin, 1, null, null, Fire Shard, 1, Water Shard, 1),
(355, 17, null, null, ../../assets/recipe-icons/culinarian/sandwich-basket.png, Sandwich Basket, 1, Walnut Bread, 1, Dodo Egg, 3, La Noscean Lettuce, 2, Ruby Tomato, 4, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(356, 20, null, null, ../../assets/recipe-icons/culinarian/starlight-dodo.png, Starlight Dodo, 1, Young Dodo Roaster, 1, Dodo Stuffing, 1, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(357, 25, null, null, ../../assets/recipe-icons/culinarian/riviera-supper.png, Riviera Supper, 1, Mutton Loin, 1, Aldgoat Chuck, 1, Highland Parsley, 1, Black Pepper, 1, Rock Salt, 1, null, null, Fire Shard, 2, Water Shard, 2),
(358, 27, null, null, ../../assets/recipe-icons/culinarian/bowl-of-oden.png, Bowl of Oden, 1, Fish Stock, 3, Popoto, 6, Bianaq Bream, 2, Alpine Parsnip, 4, Apkallu Egg, 4, null, null, Fire Shard, 3, Water Shard, 2),
(359, 30, null, null, ../../assets/recipe-icons/culinarian/chilled-red.png, Chilled Red, 1, Grape Juice, 1, Orange Juice, 1, Silver Ingot, 1, Table Salt, 1, null, null, null, null, Ice Crystal, 1, null, null),
(360, 32, null, null, ../../assets/recipe-icons/culinarian/pot-of-cream-stew.png, Pot of Cream Stew, 1, Night Milk, 3, Smooth Butter, 2, Raptor Shank, 2, Popoto, 3, Coerthan Carrot, 3, Wild Onion, 3, Fire Shard, 3, Water Shard, 3),
(361, 35, null, null, ../../assets/recipe-icons/culinarian/glade-tea-set.png, Glade Tea Set, 1, Acorn Cookie, 1, Ginger Cookie, 1, Kukuru Powder, 1, Maple Sugar, 1, Night Milk, 1, null, null, Fire Shard, 4, Water Shard, 3),
(362, 40, null, null, ../../assets/recipe-icons/culinarian/gourmet-lunch.png, Gourmet Lunch, 1, Walnut Bread, 1, Grilled Dodo, 1, Scrambled Eggs, 1, La Noscean Lettuce, 1, Ruby Tomato, 1, null, null, Fire Shard, 5, Water Shard, 4),
(363, 43, null, null, ../../assets/recipe-icons/culinarian/redoubtable-rolanberry-tart.png, Redoubtable Rolanberry Tart, 1, Pie Dough, 3, Rolanberry, 3, Smooth Butter, 3, Maple Sugar, 3, Natron, 3, Gelatin, 3, Fire Shard, 5, Water Shard, 5),
(364, 45, null, null, ../../assets/recipe-icons/culinarian/alpine-breakfast.png, Alpine Breakfast, 1, Walnut Bread, 1, Fried Egg, 1, Smoked Raptor, 1, Spinach Saute, 1, Ruby Tomato, 2, Rolanberry Cheese, 1, Fire Shard, 6, Water Shard, 5),
(365, 45, null, null, ../../assets/recipe-icons/culinarian/starlight-cake.png, Starlight Cake, 1, Sweet Cream, 1, Sunset Wheat Flour, 1, Smooth Butter, 1, Apkallu Egg, 1, Rolanberry, 1, null, null, Fire Shard, 6, Water Shard, 5),
(366, 50, null, null, ../../assets/recipe-icons/culinarian/assorted-fruit.png, Assorted Fruit, 1, Prickly Pineapple, 1, La Noscean Orange, 1, Lowland Grapes, 1, Pixie Plums, 1, Walnut Lumber, 1, null, null, Fire Shard, 6, Water Shard, 6),
(367, 50 , null, null, ../../assets/recipe-icons/culinarian/green-tea-set.png, Green Tea Set, 1, Thanalan Tea Leaves, 2, Sticky Rice, 1, Buffalo Beans, 1, Mugwort, 1, Bamboo Stick, 1, null, null, Fire Crystal, 3, Water Crystal, 2),
(368, 50 , null, null, ../../assets/recipe-icons/culinarian/oasis-breakfast.png, Oasis Breakfast, 1, Aldgoat Steak, 1, Popoto, 1, Olive Oil, 1, Volcanic Rock Salt, 1, Mulled Tea, 2, null, null, Fire Crystal, 3, Water Crystal, 2),
(369, 50 , null, null, ../../assets/recipe-icons/culinarian/gourmet-supper.png, Gourmet Supper, 1, Knight's Bread, 1, Sauteed Coeurl, 1, Dzemael Gratin, 1, La Noscean Lettuce, 1, Dzemael Tomato, 1, null, null, Fire Cluster, 1, Water Cluster, 1),
(370, 50 , null, null, ../../assets/recipe-icons/culinarian/afternoon-tea-set.png, Afternoon Tea Set, 1, Chamomile Tea, 1, Pineapple Ponzecake, 1, Honey Muffin, 1, Acorn Cookie, 1, Maple Sugar, 1, null, null, Fire Cluster, 1, Water Cluster, 1),
(371, 50 , null, null, ../../assets/recipe-icons/culinarian/valentione's-cake.png, Valentione's Cake, 1, Royal Kukuru Bean, 2, Bubble Chocolate, 2, Sunset Wheat Flour, 2, Sweet Cream, 2, Smooth Butter, 2, Rolanberry, 2, Fire Cluster, 2, Water Cluster, 1),
(372, 52, null, null, ../../assets/recipe-icons/culinarian/cake-tray.png, Cake Tray, 1, Highland Flour, 4, Old World Fig, 2, Sour Cream, 2, Rolanberry, 2, Blood Currants, 2, null, null, Fire Crystal, 3, Water Crystal, 3),
(373, 52, null, null, ../../assets/recipe-icons/culinarian/royal-dowager-tea-set.png, Royal Dowager Tea Set, 1, Coerthan Tea Leaves, 3, Thyme, 1, Maple Sugar, 2, Night Milk, 2, null, null, null, null, Fire Crystal, 3, Water Crystal, 3),
(374, 55, null, null, ../../assets/recipe-icons/culinarian/house-borel-tea-set.png, House Borel Tea Set, 1, Sohm Al Tart, 1, Fig Bavarois, 1, Ishgardian Tea, 1, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 4),
(375, 56, null, null, ../../assets/recipe-icons/culinarian/oriental-tea-set.png, Oriental Tea Set, 1, Thanalan Tea Leaves, 1, Sticky Rice, 1, Malm Kelp, 1, Oriental Soy Sauce, 1, null, null, null, null, Fire Cluster, 2, Water Cluster, 1),
(376, 56, null, null, ../../assets/recipe-icons/culinarian/high-house-supper-set.png, High House Supper Set, 1, Royal Eggs, 1, Sauteed Porcini, 1, Fig Bavarois, 1, Sohm Al Tart, 1, Roasted Coffee Beans, 1, Mineral Water, 1, Fire Crystal, 5, Water Crystal, 4),
(377, 56, null, null, ../../assets/recipe-icons/culinarian/riviera-breakfast.png, Riviera Breakfast, 1, Gastornis Egg, 2, Fermented Butter, 1, Abalathian Rock Salt, 1, Tomato Sauce, 1, Highland Parsley, 1, null, null, Fire Crystal, 5, Water Crystal, 4),
(378, 56, null, null, ../../assets/recipe-icons/culinarian/riviera-lunch.png, Riviera Lunch, 1, Vermicelli, 2, Tomato Sauce, 2, Finger Sandwich, 2, Orange Juice, 2, null, null, null, null, Fire Crystal, 5, Water Crystal, 4),
(379, 57, null, null, ../../assets/recipe-icons/culinarian/alpine-tea-set.png, Alpine Tea Set, 1, Ishgardian Tea, 2, Pineapple Ponzecake, 2, Cloud Banana, 2, La Noscean Orange, 2, null, null, null, null, Fire Crystal, 5, Water Crystal, 4),
(380, 60, null, null, ../../assets/recipe-icons/culinarian/alpine-supper-set.png, Alpine Supper Set, 1, Deep-fried Okeanis, 1, Beet Soup, 1, Kaiser Roll, 1, Heavenly Kukuru Powder, 1, Yak Milk, 1, null, null, Fire Crystal, 6, Water Crystal, 5),
(381, 64, null, null, ../../assets/recipe-icons/culinarian/oriental-udon-lunch.png, Oriental Udon Lunch, 1, Gyr Abanian Flour, 1, Fish Stock, 1, Oriental Soy Sauce, 1, Firm Tofu, 1, Beet Sugar, 1, Green Leek, 1, Fire Crystal, 4, Water Crystal, 3),
(382, 65, null, null, ../../assets/recipe-icons/culinarian/oriental-sushi-lunch.png, Oriental Sushi Lunch, 1, Koshu Sticky Rice, 1, Rice Vinegar, 1, Yugr'am Salmon, 1, Ash Tuna, 1, Yanxian Tiger Prawn, 1, Bianaq Bream, 1, Fire Crystal, 4, Water Crystal, 4),
(383, 65, null, null, ../../assets/recipe-icons/culinarian/oriental-rice-ball-lunch.png, Oriental Rice Ball Lunch, 1, Koshu Sticky Rice, 1, Algae Salt, 1, Ama Nori, 1, Yugr'am Salmon, 1, Thanalan Tea Leaves, 1, null, null, Fire Crystal, 4, Water Crystal, 4),
(384, 66, null, null, ../../assets/recipe-icons/culinarian/oriental-soba-lunch.png, Oriental Soba Lunch, 1, Buckwheat Kernels, 1, Fish Stock, 1, Oriental Soy Sauce, 1, Daikon Radish, 1, Ama Nori, 1, null, null, Fire Crystal, 5, Water Crystal, 4),
(385, 69, null, null, ../../assets/recipe-icons/culinarian/bread-basket.png, Bread Basket, 1, Gyr Abanian Flour, 5, Crescent Spring Water, 3, Ala Mhigan Salt Crystal, 1, Beet Sugar, 2, null, null, null, null, Fire Crystal, 5, Water Crystal, 5),
(386, 78, null, null, ../../assets/recipe-icons/culinarian/oriental-chawan-mushi-lunch.png, Oriental Chawan-mushi Lunch, 1, Lorikeet Egg, 1, Secret Recipe Broth, 1, Ala Mhigan Salt Crystal, 1, Shiitake Mushroom, 1, Yanxian Parsley, 1, null, null, Fire Crystal, 7, Water Crystal, 7),
(387, 80, null, null, ../../assets/recipe-icons/culinarian/homemade-cookie-set.png, Homemade Cookie Set, 1, Upland Wheat Flour, 2, Garden Beet Sugar, 2, Lorikeet Egg, 1, Yak Milk, 1, null, null, null, null, Fire Crystal, 7, Water Crystal, 7),
(388, 80, null, null, ../../assets/recipe-icons/culinarian/the-bismarck.png, The Bismarck, 1, Lorikeet Egg, 1, La Noscean Lettuce, 1, Fermented Butter, 1, Volcanic Rock Salt, 1, Walnut Bread, 1, null, null, Fire Crystal, 7, Water Crystal, 7),
(389, 80, null, null, ../../assets/recipe-icons/culinarian/devil's-salad-bowl.png, Devil's Salad Bowl, 1, Lorikeet Egg, 1, Fullmoon Sardine, 1, Curly Parsley, 1, Paprika, 1, Ala Mhigan Mustard, 1, Lemonette, 1, Fire Crystal, 7, Water Crystal, 7),
(390, 80, null, null, ../../assets/recipe-icons/culinarian/approved-ishgardian-lunch.png, Approved Ishgardian Lunch, 1, Bomba Rice, 2, Mist Spinach, 1, Lorikeet Egg, 2, Blood Tomato, 1, null, null, null, null, Fire Crystal, 7, Water Crystal, 7),
(391, 80, null, null, ../../assets/recipe-icons/culinarian/hand-poured-coffee.png, Hand-poured Coffee, 1, Coffee Beans, 4, Underground Spring Water, 2, null, null, null, null, null, null, null, null, Fire Crystal, 7, Water Crystal, 7),
(392, 80, null, null, ../../assets/recipe-icons/culinarian/pixie-apple-basket.png, Pixie Apple Basket, 1, Pixie Apple, 5, Grape Juice, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Water Crystal, 7),
(393, 80, null, null, ../../assets/recipe-icons/culinarian/grocery-counter-cart.png, Grocery Counter Cart, 1, Counter Cart, 1, Baguette, 4, Yak Milk, 3, Pixie Apple, 3, Paprika, 3, null, null, Fire Crystal, 7, Water Crystal, 7),
(394, 80, null, null, ../../assets/recipe-icons/culinarian/tako-yaki-boat.png, Tako-yaki Boat, 1, Upland Wheat Flour, 1, Cyan Sea Devil, 1, Secret Recipe Broth, 1, Green Leek, 1, Lorikeet Egg, 2, Frantoio Oil, 1, Fire Crystal, 7, Water Crystal, 7),
(395, 80, null, null, ../../assets/recipe-icons/culinarian/giant-beaver-burger-set.png, Giant Beaver Burger Set, 1, Upland Wheat Flour, 2, Ovim Meat, 2, Russet Popoto, 1, La Noscean Lettuce, 1, Yak Milk, 1, null, null, Fire Crystal, 7, Water Crystal, 7),
(396, 80, null, null, ../../assets/recipe-icons/culinarian/sliced-watermelon.png, Sliced Watermelon, 1, Allagan Melon, 1, Ala Mhigan Salt Crystal, 2, null, null, null, null, null, null, null, null, Fire Crystal, 7, Water Crystal, 7),
(397, 80, null, null, ../../assets/recipe-icons/culinarian/grilled-eel-set.png, Grilled Eel Set, 1, Black Eel, 1, Koshu Sticky Rice, 2, Oriental Soy Sauce, 2, Garden Beet Sugar, 1, null, null, null, null, Fire Crystal, 7, Water Crystal, 7),
(398, 80, null, null, ../../assets/recipe-icons/culinarian/shakshouka-pot.png, Shakshouka Pot, 1, Ovim Meat, 1, Dravanian Paprika, 1, Blood Tomato, 1, Lorikeet Egg, 1, Dragon Pepper, 1, Thyme, 1, Fire Crystal, 7, Water Crystal, 7),
(399, 80, null, null, ../../assets/recipe-icons/culinarian/baked-goods-showcase.png, Baked Goods Showcase, 1, Showcase, 1, Upland Wheat Flour, 7, Underground Spring Water, 4, Ala Mhigan Salt Crystal, 3, null, null, null, null, Fire Crystal, 28, Water Crystal, 28),
(400, 50, null, null, ../../assets/recipe-icons/culinarian/rarefied-dhalmel-gratin.png, Rarefied Dhalmel Gratin, 1, Dhalmel Meat, 1, Cyclops Onion, 1, Highland Flour, 2, Popoto, 1, Sour Cream, 1, null, null, Fire Crystal, 2, Water Crystal, 1),
(401, 52, null, null, ../../assets/recipe-icons/culinarian/rarefied-sohm-al-tart.png, Rarefied Sohm Al Tart, 1, Dark Chestnut, 3, Sweet Cream, 1, Highland Flour, 2, null, null, null, null, null, null, Fire Crystal, 3, Water Crystal, 3),
(402, 54, null, null, ../../assets/recipe-icons/culinarian/rarefied-sauteed-porcini.png, Rarefied Sauteed Porcini, 1, Porcini, 2, Garlean Garlic, 1, Sagolii Sage, 1, Fermented Butter, 1, Volcanic Rock Salt, 1, null, null, Fire Crystal, 4, Water Crystal, 3),
(403, 56, null, null, ../../assets/recipe-icons/culinarian/rarefied-royal-eggs.png, Rarefied Royal Eggs, 1, Okeanis Egg, 2, Hollandaise Sauce, 1, Seema Patrician, 2, Ishgardian Muffin, 1, null, null, null, null, Fire Crystal, 5, Water Crystal, 4),
(404, 58, null, null, ../../assets/recipe-icons/culinarian/rarefied-peperoncino.png, Rarefied Peperoncino, 1, Vermicelli, 3, Garlean Garlic, 1, Dragon Pepper, 1, Olive Oil, 1, null, null, null, null, Fire Crystal, 5, Water Crystal, 5),
(405, 60, null, null, ../../assets/recipe-icons/culinarian/rarefied-marron-glace.png, Rarefied Marron Glace, 1, Dark Chestnut, 2, Birch Syrup, 3, Sour Red, 1, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(406, 62, null, null, ../../assets/recipe-icons/culinarian/rarefied-baklava.png, Rarefied Baklava, 1, Gyr Abanian Flour, 1, Gagana Egg, 1, Buffalo Milk, 1, Almonds, 1, Gridanian Walnut, 1, Honey, 1, Fire Crystal, 3, Water Crystal, 3),
(407, 64, null, null, ../../assets/recipe-icons/culinarian/rarefied-shorlog.png, Rarefied Shorlog, 1, Dzo Chuck, 2, Paprika, 1, Cumin Seeds, 1, Black Pepper, 1, Algae Salt, 1, null, null, Fire Crystal, 4, Water Crystal, 3),
(408, 66, null, null, ../../assets/recipe-icons/culinarian/rarefied-tempura-platter.png, Rarefied Tempura Platter, 1, Gyr Abanian Flour, 1, Gagana Egg, 1, Cottonseed Oil, 1, Yanxian Tiger Prawn, 1, Swordtip, 1, Lotus Root, 1, Fire Crystal, 5, Water Crystal, 4),
(409, 68, null, null, ../../assets/recipe-icons/culinarian/rarefied-persimmon-pudding.png, Rarefied Persimmon Pudding, 1, Persimmon, 1, Gyr Abanian Flour, 1, Gagana Egg, 1, Nutmeg, 1, Beet Sugar, 1, Steppe Milk, 1, Fire Crystal, 5, Water Crystal, 5),
(410, 70, null, null, ../../assets/recipe-icons/culinarian/rarefied-chirashi-zushi.png, Rarefied Chirashi-zushi, 1, Koshu Sticky Rice, 1, Rice Vinegar, 1, Shiitake Mushroom, 1, Lotus Root, 1, Yanxian Tiger Prawn, 1, Gagana Egg, 1, Fire Crystal, 6, Water Crystal, 5),
(411, 72, null, null, ../../assets/recipe-icons/culinarian/rarefied-grilled-rail.png, Rarefied Grilled Rail, 1, Rail Tenderloin, 2, Frantoio Oil, 2, Abalathian Rock Salt, 1, Garlean Garlic, 1, null, null, null, null, Fire Crystal, 6, Water Crystal, 6),
(412, 74, null, null, ../../assets/recipe-icons/culinarian/rarefied-spaghetti-al-nero.png, Rarefied Spaghetti al Nero, 1, Squid Ink, 2, Frantoio Oil, 1, Vermicelli, 2, Blood Tomato, 1, null, null, null, null, Fire Crystal, 7, Water Crystal, 6),
(413, 76, null, null, ../../assets/recipe-icons/culinarian/rarefied-popotoes-au-gratin.png, Rarefied Popotoes au Gratin, 1, Russet Popoto, 1, Upland Wheat Flour, 1, Steppe Milk, 1, Cyclops Onion, 1, Cream Cheese, 1, Night Pepper, 1, Fire Crystal, 7, Water Crystal, 6),
(414, 78, null, null, ../../assets/recipe-icons/culinarian/rarefied-espresso-con-panna.png, Rarefied Espresso con Panna, 1, Coffee Beans, 2, Underground Spring Water, 1, Sour Cream, 1, Garden Beet Sugar, 1, Cinnamon, 1, null, null, Fire Crystal, 7, Water Crystal, 7),
(415, 80, null, null, ../../assets/recipe-icons/culinarian/rarefied-lemonade.png, Rarefied Lemonade, 1, Lemonette, 2, Golden Honey, 2, Underground Spring Water, 1, Amber Cloves, 1, null, null, null, null, Fire Crystal, 7, Water Crystal, 7),
(416, 57, null, null, ../../assets/recipe-icons/culinarian/near-eastern-antique-component.png, Near Eastern Antique Component, 1, Near Eastern Antique Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(417, 57, null, null, ../../assets/recipe-icons/culinarian/near-eastern-antique.png, Near Eastern Antique, 1, Near Eastern Antique Component, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
